word;etymology;related
web;orig	İngilizce ,web	İngilizce ,weave	Germence,*wabjam	Hintavrupa Anadilinde,*wobh-yo-	Hintavrupa Anadilinde,*webh-	;
isnat;orig	Arapça,snd	Arapça,sanada	;
bayt;orig	İngilizce ,byte	;
şap;orig	Eski Türkçe,şap 	;
kas|mak;orig	Orta Türkçe,kas-	Eski Türkçe,kıs-	;
tapyoka;orig	Fransızca ve İngilizce ,tapioca	G. Amerika dillerinden Tupi dilinde,tipioka	;
istinkâf;orig	Arapça,nkf	Arapça,nakafa	;
teksif;orig	Arapça,ks̠f	Arapça,kaṯṯafa	;
tarz;orig	Arapça,ṭrz	Orta Farsça,tarāz	;
jaluzi;orig	Fransızca ,jalousie	Fransızca ,jaloux	Geç Latince,zelosus	Eski Yunanca,zêlos	Hintavrupa Anadilinde,*yeə-	Hintavrupa Anadilinde,*yā-	;
kusur;orig	Arapça,ḳṣr	Arapça,ḳaṣara	;
bre;orig	Arnavutça,bre	Eski İllyr dilinde,bra	;
çare;orig	Farsça,çār 	Orta Farsça,çārak	Avesta (Zend) dilinde,çārā	;
ilham;orig	Arapça,lhm	Arapça,lahama	;
ilinti;orig	Türkiye Türkçesi,ilin-	;
taşeron;orig	Fransızca ,tâcheron	Fransızca ,tâche	Geç Latince,taxa	Latince,taxare	;
yeis;orig	Arapça,yAs	Arapça,yaˀisa	;
anut;orig	Arapça,ˁnd	Arapça,ˁanada	;
çinko;orig	İtalyanca,zinco	Eski Yüksek Almanca,zinko	;
tuz;orig	Eski Türkçe,tūz	Eski Türkçe,*tuwuz	;
gamma;orig	İngilizce ,gamma ray	Eski Yunanca,gámma	Fenike dilinde,gml	Aramice/Süryanice,gīmel	;
bahar;orig	Farsça,bahār	Eski Farsça ,vāhara	Hintavrupa Anadilinde,*wesr-	;
taşıt;orig	Türkiye Türkçesi,taşı-	;
ilgi;orig	Eski Türkçe,il-	;
kapital;orig	Fransızca ve İngilizce ,capital	Latince,capitalis	Latince,caput, capit-	Hintavrupa Anadilinde,*kaput-	;
divit;orig	Arapça,dawāt	Aramice/Süryanice,diwotā	İbranice ,dīwo	;
zülfiyar;orig	Farsça,zulf-i yār	;
tutam;orig	Eski Türkçe,tutam	Eski Türkçe,tutum	Eski Türkçe,tut-	;
burgaç;orig	Türkiye Türkçesi,bur-	;
tıp;orig	Arapça,ṭbb	Aramice/Süryanice,ṭb	İbranice ,ṭwb	İbranice ,ṭawbah	;
ferisi;orig	Fransızca ,pharisée	İngilizce ,pharisee	Latince,pharisaeus	Eski Yunanca,pharisaíos	İbranice ,pərūşīm	İbranice ,pārūş	İbranice ve Aramice/Süryanice,#prş	;
darmadağın;orig	Türkiye Türkçesi,dar- 	Eski Türkçe,tar-	;
civelek;orig	Farsça,cuvānak	Farsça,cuvān	;
israf;orig	Arapça,srf	Arapça,sarafa	;
jilet;orig	ticari markasından,King Camp Gillette	;
doping;orig	İngilizce ,doping	İngilizce ,dope	Holandaca ,doopen	Germence,*deup-	;
taziz;orig	Arapça,ˁzz	Arapça,ˁazza	;
dahi;orig	Türkiye Türkçesi,daḳı 	Eski Türkçe,takı	Eski Türkçe,tak-	;
asparagas;orig	İngilizce ,asparagus	Latince,asparagus	Eski Yunanca,aspháragos	;
temporal;orig	Fransızca ve İngilizce ,temporal	Latince,tempora	Latince,templum, tempor-	;
balyaj;orig	Fransızca ,balayage	Fransızca ,balai	;
cebelleş|mek;orig	Türkiye Türkçesi,cedelleş-	Arapça,cadal	;
tosbağa;orig	Türkiye Türkçesi,bağa	;
anakent;orig	Eski Yunanca,mētrópolis	;
aşla|mak;orig	Eski Türkçe,aşla-	Eski Türkçe,aş	;
kep;orig	İngilizce ,cap	Geç Latince,capa 	;
tufeyli;orig	Arapça,ṭufaylī	Arapça,ṭufayl	Arapça,ṭfl	;
teleferik;orig	Fransızca ,téléférique	Eski Yunanca,télos	Eski Yunanca,phérō	;
kaymakam;orig	Arapça,ḳāˀim maḳām	;
hariciye;orig	Arapça,χāricī	Arapça,χrc	;
tasvip;orig	Arapça,ṣwb	Arapça,ṣāba	;
turnusol;orig	Fransızca ,tournesol	Fransızca ,tourne au sol	Fransızca ,tourner	Fransızca ,sol	Latince,sōl	;
kelepçe;orig	Farsça,kalābça	Farsça,kalāb	;
kekâ;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
koşuk;orig	Eski Türkçe,koşuġ	Eski Türkçe,koş-	;
kıble;orig	Arapça,ḳbl	Arapça,ḳabala	;
esnek;orig	Eski Türkçe,esne-	;
tedhiş;orig	Arapça,dhş	Arapça,dahişa	;
börkenek;orig	Türkiye Türkçesi,börk	;
yavuz;orig	Eski Türkçe,yabız 	;
ağıl;orig	Eski Türkçe,aġıl	;
hüner;orig	Farsça ve Orta Farsça,hunar	Avesta (Zend) dilinde,hunara-	Avesta (Zend) dilinde,hu- 	Avesta (Zend) dilinde,nar-, nairya-	Hintavrupa Anadilinde,*ner-<sup>2</sup>	;
süzgeç;orig	Türkiye Türkçesi,süzgüç	Türkiye Türkçesi,süz-	;
tişört;orig	İngilizce ,tee-shirt	İngilizce ,tee	İngilizce ,shirt	Eski İngilizce ,scyrte	Germence,*skeran	Hintavrupa Anadilinde,*(s)ker-<sup>1</sup>	;
varyete;orig	Fransızca ,variété	Latince,varietas	Latince,variare	;
eskalop;orig	Fransızca ,escalope	Eski Fransızca,escale	Germence,*skǣlā, skalō	;
derya;orig	Farsça,daryā	Orta Farsça,drayāb	Avesta (Zend) dilinde,zraya-	;
tahtırevalli;orig	Farsça,taχt-i ravān	;
stand-by;orig	İngilizce ,stand by	İngilizce ,stand	İngilizce ,by	Germence,*bi	Hintavrupa Anadilinde,*ambhi	;
açı;orig	Türkiye Türkçesi,aç-	;
baran;orig	Farsça,bārān	Orta Farsça,vārān	Avesta (Zend) dilinde,vār-	Sanskritçe,varṣá	;
ağnam;orig	Arapça,ġnm	Arapça,ġanam	Sumerce,ganam	;
vatman;orig	Fransızca ,wattman	İngilizce ,watt	İngilizce ,man	;
hamule;orig	Arapça,ḥml	Arapça,ḥamala	;
fayans;orig	Fransızca ,faïence	;
dolar;orig	İngilizce ,dollar	Almanca ,Thaler	Almanca ,Joachimsthaler	özel adından,Thal 	;
şorolo;"none	<p> <b>Roma dilinde (Çingenece)</b> bir sözcükten alıntı olabilir; ancak bu kesin değildir. </p>";
şeri;orig	İngilizce ,sherry	özel adından,oppidum Caesaris	özel adından,Caesar	;
ye|mek;orig	Eski Türkçe,yé- 	;
arka;orig	Eski Türkçe,arka	Eski Türkçe,art	;
kirve;orig	Kürtçe (Kurmanci),kirîv vok. kirîvo	Süryanice,ḳarīvō	Arapça,ḳarīb	;
illa;orig	Arapça,illā	Arapça,in	Arapça,lā	;
iddianame;none	<p>Cumhuriyet döneminde veya hemen öncesinde zuhur eden Yeni Osmanlıca hukuk terimlerindendir.</p>;
ihmal;orig	Arapça,hml	Arapça,hamal	;
utarit;orig	Arapça,ˁuṭārid	İbranice ,ˁṭr	;
giriz;orig	Farsça,kārīz 	Farsça,rīz	Farsça,rīχtan, rīz-	;
gaybubet;orig	Arapça,ġyb	Arapça,ġāba	;
çarşı;orig	Farsça,çārsū	Farsça,çār	Farsça,sū	Orta Farsça,sōk	;
kanin;orig	Fransızca ve İngilizce ,canine	Latince,caninus	Latince,canis	Hintavrupa Anadilinde,*kʷon-	;
tehcir;orig	Arapça,hcr	Arapça,hacara	;
kağan;orig	Eski Türkçe,χaġan/χaḳan	;
zanaat;orig	Arapça,ṣnˁ	Arapça,ṣanaˁa	;
kilise;orig	Yeni Yunanca,ekklisía	Eski Yunanca,ekklēsía	Eski Yunanca,ekkaléō	Eski Yunanca,kaléō	Hintavrupa Anadilinde,*kelə-<sup>2</sup>	;
esir;"orig	Arapça,Asr	Aramice/Süryanice,āsīr	Akatça,asīru&lt;/i&gt; sözcüğü ile eş kökenlidir. Akatça sözcük <b>Akatça</b> <i>esēru	";
şeşhane;orig	Farsça,şaşχāna	;
fotomontaj;orig	Fransızca ,photo-montage	;
kıta;orig	Arapça,ḳṭˁ	Arapça,ḳaṭaˁa	;
kötek;orig	Farsça,kōtang	;
tilmiz;orig	Arapça,tlmḏ	Aramice/Süryanice,lmd	Aramice/Süryanice,lamədh	Akatça,talmīdu	Akatça,lamādu	;
süblime;orig	Fransızca ,sublimer	Fransızca ,sublime	Latince,sublimis	Latince,limen	;
yaver;orig	Farsça,yārvar 	;
tığ;orig	Farsça,tīġ	Orta Farsça,tīgr	Avesta (Zend) dilinde,tigra-	Hintavrupa Anadilinde,*(s)teig-	;
tasarı;orig	Türkiye Türkçesi,*tasar-	;
istiklal;orig	Arapça,ḳll	Arapça,ḳalla	;
yağ|mak;orig	Eski Türkçe,yaġ-	;
Filistin;orig	Arapça,Falastīn	Latince,Palaestina	İbranice ,pəliştīm	İbranice ,palaş	;
diplomat;orig	Fransızca ,diplomate	Yeni Latince,diplomaticus	Latince,diploma	;
köşker;orig	Farsça,kawş-gār	Farsça,kawş	Farsça,kār	;
tülü;orig	Türkiye Türkçesi,tü	;
zül;orig	Arapça,ḏll	Arapça,ḏalla	Aramice/Süryanice,#dll	;
zerdali;orig	Farsça,zardālū	Farsça,zard	Avesta (Zend) dilinde,zairita-	Farsça,ālū	;
infak;orig	Arapça,nfḳ	Arapça,nafaḳa	;
atik;orig	Arapça,ˁtḳ	Arapça,ˁatiḳa	;
kuru|mak;orig	Eski Türkçe,kurġa-	Eski Türkçe,kuruġ	;
kültür;orig	Fransızca ve İngilizce ,culture	Latince,cultura	Latince,colere	;
dorse;"none	<p> <i>Dorsey Trailer</i> ""Amerikan kamyon kasası imalatçısı"" <b>ticari markasından</b> alıntıdır. (İlk kullanımı: <u>1911</u>) </p>";
tensip;orig	Arapça,nsb	Arapça,nasaba	;
arşiv;orig	Fransızca ,archives	Geç Latince,archiva	Eski Yunanca,arχaîa	Eski Yunanca,arχaîon	Eski Yunanca,arχḗ	;
gişe;orig	Fransızca ,guichet	Norsça (Vikingce),wik	;
humus;orig	Arapça,ḥmṣ	Aramice/Süryanice,ḥemṣīn, ḥemṣāy	İbranice ve Aramice/Süryanice,χāmaṣ	;
bağdadi;orig	özel adından,bāġ dād	;
töre;orig	Moğolca ,töre	Eski Türkçe,törü	Eski Türkçe,törü-	;
berkit|mek;orig	Eski Türkçe,berkit-	Eski Türkçe,berk	;
araştır|mak;orig	Türkiye Türkçesi,ara-	;
kazaska;orig	Rusça ,kazáska	;
joystick;orig	İngilizce ,joystick	İngilizce ,stick	Germence,*stikkon	Germence,*stik-	;
gastroentestinal;orig	Fransızca ,gastro-intestinal	Eski Yunanca,gástron	Latince,intestinum	;
frak;orig	Fransızca ,frac	İngilizce ,frock	Eski Fransızca,froc	Germence,*hrok	;
zilkade;orig	Arapça,ḏū'l-ḳaˁda(t)	Arapça,ḳˁd	Arapça,ḳaˁada	;
şabalak;orig	Türkiye Türkçesi,şavalak	Türkiye Türkçesi,şavala-	Türkiye Türkçesi,çabala-	;
yumru;orig	Eski Türkçe,yumur	;
derç;orig	Arapça,drc	Arapça,adraca	;
krepdöşin;orig	Fransızca ,crêpe de Chine	;
taviz;orig	Arapça,ˁwḍ	Arapça,ˁāḍa	;
doküman;orig	Fransızca ,document	Latince,documentum	Latince,docere, doct-	;
kırıt|mak;orig	Türkiye Türkçesi,kır-	;
tas;orig	Arapça,ṭws	;
doğ|mak;orig	Eski Türkçe,toġ- 	;
zincir;orig	Farsça,zancir 	Orta Farsça,zangīl	;
husar;orig	Macarca ,huszár	Sırpça ,χusar	Latince,cursarius	;
tamtam;orig	Fransızca ,tam-tam	;
haza;orig	Arapça,hāḏā	;
hister(o)+;orig	Latince,uterus	;
uhuvvet;orig	Arapça,Aχw	Arapça,aχ	;
hırpani;orig	Arapça,χrb	Arapça,χaraba	;
zinhar;orig	Farsça,zinhār 	Farsça,az	Farsça,nahār	;
elektroliz;orig	Fransızca ,électrolyse	Eski Yunanca,lýsis	Eski Yunanca,lúō	;
yalım;orig	Orta Türkçe,yalın 	Eski Türkçe,yal-	;
kabil;orig	Arapça,ḳbl	Arapça,ḳabila	;
şampiyon;orig	Fransızca ,champion	Germence,*kampjo	Germence,*kamp	Latince,campus	;
ahval;orig	Arapça,ḥwl	Arapça,ḥāl	;
kabin;orig	Fransızca ,cabine	İngilizce ,caban [esk.], cabin	Geç Latince,capanna	;
dizdar;orig	Farsça,dizdār	Farsça ve Orta Farsça,diz	Avesta (Zend) dilinde,daēza-	Farsça,dār	;
gnostik;orig	Fransızca ,gnostique	İngilizce ,gnostic	Eski Yunanca,gnōstikós	Eski Yunanca,gignōskō, gnō-	Hintavrupa Anadilinde,*gnō-	;
cami;orig	Arapça,mascīdu'l-cāmiˁ	Arapça,cmˁ	Arapça,camaˁa	;
konçertant;orig	Fransızca ,concertant	Fransızca ,concerter	İtalyanca,concertare	;
ekspresyon;orig	Fransızca ,expression	Latince,exprimere	;
hematit;orig	Fransızca ,hématite	Eski Yunanca,ʰaimatítes	Eski Yunanca,ʰaima, t-	;
teizm;orig	Fransızca ,théisme	İngilizce ,theism	Eski Yunanca,théos	;
bahçe;orig	Farsça,bāġça	Farsça,bāġ	;
ganimet;orig	Arapça,ġnm	Arapça,ġanam	;
hikmet;orig	Arapça,ḥkm	Aramice/Süryanice,ḥākməthā	İbranice ,ḥakmāh	;
hüda;orig	Farsça,χodā	Orta Farsça,χʷadāy	Avesta (Zend) dilinde,χʷa-dāta	Avesta (Zend) dilinde,hva- 	Avesta (Zend) dilinde,dā-	;
deş|mek;orig	Eski Türkçe,teş-	Eski Türkçe,tel-	;
font;orig	İngilizce ,font	Fransızca ,fonte	Fransızca ,fondre	;
kımız;orig	Eski Türkçe,kımız	Aramice/Süryanice,χmṣ	Aramice/Süryanice,χāmaṣ	;
hıyarşembe;orig	Farsça,χiyār şanbar	;
gebe;orig	Orta Türkçe,kebe	Eski Türkçe,kaba	;
uyluk;orig	Eski Türkçe,udluk	Eski Türkçe,udu	Eski Türkçe,*ud-	;
teşhis;orig	Arapça,şχṣ	Arapça,şaχχaṣa	Arapça,şaχṣ	;
komünikasyon;orig	Fransızca ,communication	Geç Latince,communicatio	Geç Latince,communicare	Latince,commūnis	;
spesifik;orig	Fransızca ,spécifique	Geç Latince,specificus	Latince,species	Latince,specere, spect-	Latince,facere, fact-	;
dem;orig	Farsça ve Orta Farsça,dam	Sanskritçe,dhámi 	;
insektisit;orig	Fransızca ve İngilizce ,insecticide	Latince,insectum	Latince,secari	Latince,+cidus	;
windsurf;orig	İngilizce ,windsurf	İngilizce ,wind	Germence,*windaz	Hintavrupa Anadilinde,*went-os	;
avret;orig	Arapça,ˁwr	İbranice ,ˁr	Akatça,ūru	;
dönüş|mek;orig	Türkiye Türkçesi,dön-	;
dizayn;orig	İngilizce ,design	Fransızca ,dessin	;
kaval;orig	Arapça,ḳwl	Arapça,ḳāla	;
varit;orig	Arapça,wrd	;
andr(o)+;orig	Eski Yunanca,Andréas,	Arapça,İdrīs	;
dıdı;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
geyşa;orig	Japonca ,geişa	Japonca ,gei	Japonca ,sha	;
taam;orig	Arapça,ṭˁm	Arapça,ṭaˁama	;
ciro;orig	İtalyanca,giro	Geç Latince,gyrus	Eski Yunanca,gýros	;
dayak;orig	Eski Türkçe,tayak	Eski Türkçe,taya-	;
giyim;orig	Eski Türkçe,kedim	Eski Türkçe,ked-	;
yeğ;orig	Eski Türkçe,yég	;
tegallüp;orig	Arapça,ġlb	Arapça,ġalaba	;
fizyonomi;orig	Fransızca ,physionomie	Eski Yunanca,physiognomía	Eski Yunanca,phýsis	Eski Yunanca,gnō-	;
halis;orig	Arapça,χlṣ	Arapça,χalaṣa	;
ülser;orig	Fransızca ,ulcère	Latince,ulcus, ulcer-	Hintavrupa Anadilinde,*elk-es-	;
yarış|mak;orig	Eski Türkçe,yarış-	Eski Türkçe,yar-	;
hologram;orig	İngilizce ,hologram	Eski Yunanca,ʰólos	Eski Yunanca,grámma	;
teşci;orig	Arapça,şcˁ	Arapça,şacuˁa	;
tez;orig	Eski Türkçe ve Türkiye Türkçesi,tez-	;
katastrof;orig	Fransızca ,catastrophe	Eski Yunanca,katástrophē	Eski Yunanca,stréphō	;
herni;orig	Fransızca ,hernie	Latince,hernia	Hintavrupa Anadilinde,*gherə-n-	Hintavrupa Anadilinde,*gherə-	;
kitchenette;orig	İngilizce ,kitchenette	İngilizce ,kitchen	Latince,coquina 	Latince,coquere	;
tren;orig	Fransızca ,train	İngilizce ,train	Fransızca ,traîner	Geç Latince,*traginare	Latince,trahere, tract-	;
gizle|mek;orig	Eski Türkçe,kizle-	Eski Türkçe,kiz	Eski Türkçe,kir-	;
güdüm;orig	Türkiye Türkçesi,güt-	;
konjestiyon;orig	Fransızca ,congestion	Latince,congerere	Latince,gerere, gest-	;
ikrah;orig	Arapça,krh	Arapça,kariha	;
tavır;orig	Arapça,ṭwr	Arapça,ṭāra	;
aglomera;orig	Fransızca ,agglomérat	Fransızca ,agglomérer	Latince,ad-glomerare	Latince,glomus, glomer-	Latince,globus	;
jet;orig	İngilizce ,jet	Fransızca ,jette	Fransızca ,jeter	Latince,iactare	Latince,iacere, iact-	Hintavrupa Anadilinde,*yək-	Hintavrupa Anadilinde,*yē- (*yeə1-)	;
akdem;orig	Arapça,ḳdm	Arapça,ḳadīm	;
troleybüs;orig	İngilizce ,trolley bus	İngilizce ,trolley	İngilizce ,to troll	İngilizce ,bus	;
borda;orig	İtalyanca,bordo	Fransızca ,bord	;
tıfıl;orig	Arapça,ṭfl	Aramice/Süryanice,ṭpl	;
viyola;orig	İtalyanca,viola	İspanyolca ,viduela	Geç Latince,vidula	Latince,vidulus	;
teori;orig	Fransızca ,théorie	Geç Latince,theoria	Eski Yunanca,theōría	;
göster|mek;orig	Eski Türkçe,kör-	;
demagog;orig	Fransızca ,démagogue	Eski Yunanca,dēmagōgós	Eski Yunanca,dêmos	Eski Yunanca,agōgós	Eski Yunanca,ágō	;
baldo;orig	İtalyanca,baldo	Eski Yüksek Almanca,bald	Germence,baltho-z	;
kışkırt|mak;orig	Orta Türkçe,kışkır- 	;
enerji;orig	Fransızca ,énérgie	Eski Yunanca,enérgeia	Eski Yunanca,energós	Eski Yunanca,érgon	;
vetire;orig	Arapça,wtr	Arapça,watar	;
aranjman;orig	Fransızca ,arrangement	Fransızca ,arranger	Fransızca ,rang	Germence,*hrinc	;
izobar;orig	Fransızca ve İngilizce ,isobar	;
kapasite;orig	Fransızca ,capacité	Geç Latince,capacitas	Latince,capax, capac-	Latince,capere, capt-	Hintavrupa Anadilinde,*kap-	;
yama|mak;orig	Eski Türkçe,yama-	Eski Türkçe,*yana-	Eski Türkçe,yan	;
eldiven;orig	Türkiye Türkçesi,el	Farsça,dastuvān 	Farsça,dast	Farsça,bān	;
buhur;orig	Arapça,bχr	;
gar;orig	Fransızca ,gare	Eski Fransızca,garer 	Germence,*waran 	Hintavrupa Anadilinde,*wer-<sup>5</sup>	;
iddet;orig	Arapça,ˁdd	Aramice/Süryanice,ˁwd	Aramice/Süryanice,ˁawd	;
talika;orig	Macarca ,talyiga	;
ihtilat;orig	Arapça,χlṭ	Arapça,χalaṭa	;
taşak;orig	Eski Türkçe,taşak	Eski Türkçe,*taşa-	Eski Türkçe,taş	;
izci;orig	Türkiye Türkçesi,iz	;
kırbaç;orig	Türkiye Türkçesi,kırp-	;
vatandaş;orig	Arapça,waṭan	;
esans;orig	Fransızca ,essence	Geç Latince,essentia	Latince,esse	Hintavrupa Anadilinde,*es-	;
enter;orig	İngilizce ,enter	Fransızca ,entrer	;
takviye;orig	Arapça,ḳwy	Arapça,ḳawwā	;
düşkün;orig	Türkiye Türkçesi,düş-	;
desinatör;orig	Fransızca ,dessinateur	Fransızca ,dessiner	;
vakar;orig	Arapça,wḳr	Arapça,waḳura	Akatça,(w)aḳāru	Aramice/Süryanice,#yḳr	;
şayak;orig	Türkiye Türkçesi,saya	;
kışır;orig	Arapça,ḳşr	Arapça,ḳaşara	;
konvoy;orig	İtalyanca,convoio	Geç Latince,conviare	;
tabasbus;orig	Arapça,bṣ	;
şofben;orig	Fransızca ,chauffe-bain	Fransızca ,chauffer	Geç Latince,calefacere	Latince,calor	Latince,facere, fact-	Latince,bain	Latince,balneum	;
yulaf;orig	Arapça,ˁlf	Akatça,elēpu	;
hurra;orig	Fransızca ,hourra	;
çatlak;orig	Türkiye Türkçesi,çatla-	;
desperado;orig	İspanyolca ,desperado	İspanyolca ,desperar	Latince,desperare	Latince,sperare	Latince,spēs	Hintavrupa Anadilinde,*spē-<sup>1</sup>	;
şanzıman;orig	Fransızca ,changement de vitesse	Fransızca ,changement	Fransızca ,changer	;
şaban;orig	Arapça,şˁb	Arapça,şaˁaba	;
içtinap;orig	Arapça,cnb	Arapça,canaba	;
emekli;orig	Türkiye Türkçesi,emek	;
vassal;orig	Fransızca ve İngilizce ,vassal	Geç Latince,vassallus	;
akya;"none	<p> <b>Yeni Yunanca</b> bir sözcükten alıntı olabilir; ancak bu kesin değildir. </p>";
çakma;orig	Türkiye Türkçesi,çak-	;
garet;orig	Arapça,ġwr	Arapça,ġāra	;
diyafram;orig	Fransızca ,diaphragme	Eski Yunanca,diáphragma	Eski Yunanca,phrássō, phrag-	Hintavrupa Anadilinde,*bhrkʷ-yo-	Hintavrupa Anadilinde,*bhrekʷ-	;
klorofil;orig	Fransızca ,chlorophyle	Fransızca ,chlore	Fransızca ,phýllon	;
ahsen;orig	Arapça,ḥsn	Arapça,ḥasan	;
te(o)+;none	<p>teosantrik</p>;
şaşaa;orig	Arapça,şˁ	;
istihdam;orig	Arapça,χdm	Arapça,χadama	;
sukut;orig	Arapça,sḳṭ	Arapça,saḳaṭa	;
iktisat;orig	Arapça,ḳṣd	Arapça,ḳaṣada	;
halk;orig	Arapça,χlḳ	Aramice/Süryanice,χlḳ	Aramice/Süryanice,χālaḳ	;
kavilya;orig	İtalyanca,caviglia	Latince,claviculus	Latince,clavus	;
yardakçı;orig	Farsça,yār-dēh	Farsça,yār	Farsça,dādan, dēh-	;
dadan|mak;orig	Eski Türkçe,tatġan-	Eski Türkçe,tatġa-	Eski Türkçe,tatıġ	;
afyon;orig	Arapça,āfyūn	Eski Yunanca,ópion	Eski Yunanca,ópos	Hintavrupa Anadilinde,*sokwo-	;
falaka;orig	Arapça,flḳ	Eski Yunanca,phálanks, phalang-	Hintavrupa Anadilinde,*bhelg-	;
çerçi;orig	Orta Türkçe,çerçi	;
dile|mek;orig	Eski Türkçe,tile-	Eski Türkçe,tıl	;
editör;orig	Fransızca ,éditeur	Latince,editor	Latince,edere	;
kolbasa;orig	Rusça ,kolbasá	Türkiye Türkçesi,külbasa 	;
çini;orig	Farsça,çīnī	;
koalisyon;orig	Fransızca ,coalition	Latince,coalitio	Latince,coalescere	Latince,alescere, alit-	Latince,alere	Hintavrupa Anadilinde,*al-<sup>3</sup>	;
dirgen;orig	Yeni Yunanca,dikránion	Eski Yunanca,dikrânon	Eski Yunanca,di-	Eski Yunanca,kránon	;
çıta;orig	Moğolca ,cida	;
embesil;orig	Fransızca ,imbécile	Latince,imbecillus	;
taammüt;orig	Arapça,ˁmd	Arapça,ˁamada	;
tuval;orig	Fransızca ,toile	Latince,tela	;
kabine;orig	Fransızca ,cabinet	Fransızca ,cabine	;
fakr;orig	Arapça,fḳr	Arapça,faḳara	;
yalabık;orig	Türkiye Türkçesi,yalabı-	;
diyet;orig	Fransızca ,diète	Eski Yunanca,díaita	Eski Yunanca,diaitáō	Eski Yunanca,aitía	;
sunak;orig	Türkiye Türkçesi,sun-	;
ankiloz;orig	Fransızca ,ankylose	Eski Yunanca,ankýlōsis	Eski Yunanca,ankýlō	Hintavrupa Anadilinde,*ank-ulo-	;
zebani;orig	Arapça,zbn	Arapça,zubānī	Arapça,zabana	;
hoyrat;orig	Farsça,χoryād	Yeni Yunanca,χōriátēs	Yeni Yunanca,χōríon	Eski Yunanca,χōros	;
ambalaj;orig	Fransızca ,emballage	Fransızca ,emballer	Fransızca ,balle	;
bert|mek;orig	Eski Türkçe,bert-	Eski Türkçe,bez	;
komandit;orig	Fransızca ,commandite	İtalyanca,accomandita	İtalyanca,accommmandare	;
hezar;orig	Farsça,hazār	Avesta (Zend) dilinde,hazaŋra-	Sanskritçe,sahásra	;
şira;orig	Arapça,şry	Arapça,şarā	;
bertaraf;orig	Farsça,barṭaraf kardan	Arapça,ṭaraf	;
konum;orig	Türkiye Türkçesi,kon-	;
faik;orig	Arapça,fwḳ	Arapça,fāḳa	;
defi;orig	Fransızca ,défi	Fransızca ,défier	Latince,defidere	Latince,fīdere	Hintavrupa Anadilinde,*bheidh-	;
gözet|mek;orig	Eski Türkçe,közet-	Eski Türkçe,köz	;
tahlil;orig	Arapça,ḥll	Arapça,ḥalla	;
estetik;orig	Fransızca ,ésthetique	Almanca ,ästhetisch	Eski Yunanca,aisthētá	Eski Yunanca,aisthánō	Hintavrupa Anadilinde,*awis-dhyo-	Hintavrupa Anadilinde,*au-<sup>4</sup>	;
endoskop;orig	Fransızca ,endoscope	Eski Yunanca,éndon	Eski Yunanca,skopéō	;
butik;orig	Fransızca ,boutique	Geç Latince,*apotica	Eski Yunanca,apothḗkē	Eski Yunanca,thḗkē	Eski Yunanca,títhēmi, the-	;
cüret;orig	Arapça,crA	Arapça,caruˀa	;
kampüs;orig	İngilizce ,campus	Latince,campus	;
animasyon;orig	Fransızca ve İngilizce ,animation	Latince,animatio	Latince,animare	Latince,anima	Hintavrupa Anadilinde,*anə-mo-	;
data;orig	İngilizce ,data	Latince,data	Latince,dare	Hintavrupa Anadilinde,*dō-, *də-	;
katır;orig	Eski Türkçe,katır	Soğdca,χartarē	Soğdca,χar	;
yılış|mak;orig	Eski Türkçe,yılış-	Eski Türkçe,yılı-	;
+dar;none	<p>Osmanlıca terkiplerde Türkçe <i>+cI</i> ve <i>+lI</i> eklerinin karşılığı olarak kullanılmıştır.</p>;
spazm;orig	Fransızca ,spasme	Eski Yunanca,spasmós, spasmod-	Eski Yunanca,spáō	;
konglomera;orig	Fransızca ,conglomerat	Latince,conglomeratus	Latince,conglomerare	Latince,glomus, glomer-	;
kontrbas;orig	Fransızca ,contrebasse	;
trol;orig	İngilizce ,troll	Norsça (Vikingce),troll	;
sudoku;orig	Japonca ,sudoku	Japonca ,sūji wa dokushin ni kagiru	;
kâğıt;orig	Farsça,kāġad 	Soğdca,kāġədā 	;
cezri;orig	Arapça,cḏr	;
amenajman;orig	Fransızca ,aménagement	Fransızca ,aménager	Fransızca ,ménage	;
şirden;orig	Farsça,şīrdān	Farsça,şīr	Farsça,dān<sup>1</sup>	;
ekosistem;orig	İngilizce ,ecosystem	;
kartal;orig	Eski Türkçe,kartal	Eski Türkçe,kara tal 	;
tekne;orig	Eski Türkçe,tekne	;
klitoris;orig	Yeni Latince,clitoris	Eski Yunanca,kleítoris	Eski Yunanca,kleíō	;
çapraz;orig	Farsça,çap-rāst	Farsça,çap	Farsça,çapīdan	Farsça,rāst	;
amca;orig	Türkiye Türkçesi,abıca 	Türkiye Türkçesi,apa 	;
sühan;orig	Farsça,saχun 	Orta Farsça,saχʷan	;
dübür;orig	Arapça,dbr	Arapça,dabara	;
hostel;orig	İngilizce ,hostel	Eski Fransızca,hostel	Geç Latince,hospitale	;
tahliye;orig	Arapça,χlw	Arapça,χalā	;
ararot;orig	İngilizce ,arrow-root	O. Amerika dillerinden Karib dilinde,aruaru	;
kartpostal;orig	Fransızca ,carte postale	İngilizce ,postcard	;
yaz|mak;orig	Eski Türkçe,yaz-	Eski Türkçe,yas-	;
