word;etymology;related
paso;orig	İtalyanca,passa	İtalyanca,passo	İtalyanca,passare	;
davetiye;orig	Arapça,daˁwa(t)	;
mürted;orig	Arapça,rdd	Arapça,radda	;
dadaizm;orig	Fransızca ,dadaisme	Fransızca ,dada	;
çevre;orig	Orta Türkçe,çevre	Eski Türkçe,çevür-	;
atıştır|mak;orig	Türkiye Türkçesi,at-	;
yol|mak;orig	Eski Türkçe,yulı-	;
ped(o)+;orig	Latince,paucus,	İngilizce ,foal	;
kaz|mak;orig	Eski Türkçe,kaz-	;
büfe;orig	Fransızca ,buffet	;
münakaşa;orig	Arapça,nḳş	Arapça,naḳaşa	Aramice/Süryanice,nəḳaş	;
ahçik;orig	Ermenice,aġçig	Ermenice,aġiç	;
doğal;orig	Yeni Türkçe,doğa	;
jest;orig	Fransızca ,geste	Latince,gestum	Latince,gerere	;
vakit;orig	Arapça,wḳt	;
koşer;orig	İbranice ,kaşer	İbranice ,kāşer	;
yele;orig	Eski Türkçe,yāl	Farsça,yāl 	;
çırpı;orig	Türkiye Türkçesi,çırp-	;
sap|mak;orig	Türkiye Türkçesi,sap-	;
beri;orig	Eski Türkçe,bérü 	Eski Türkçe,bér-	;
adet;orig	Arapça,ˁdd	Arapça,ˁadda	;
hanedan;orig	Farsça,χāne-dān	;
taktil;orig	Fransızca ,tactile	Latince,tactilis	Latince,tangere, tag-	;
uzlet;orig	Arapça,ˁzl	Arapça,ˁazala	;
nekre;orig	Arapça,nkr	Arapça,nakara	;
cebeci;orig	Moğolca ,cebe	;
pul;orig	Farsça,pūl	Aramice/Süryanice,pōlus	Eski Yunanca,obolós 	;
şurup;orig	Arapça,şrb	Arapça,şaraba	;
derz;orig	Farsça ve Orta Farsça,darz	Avesta (Zend) dilinde,darəz-	Hintavrupa Anadilinde,*dheregh-	;
kısım;orig	Arapça,ḳsm	Arapça,ḳasama	;
bekçi;orig	Eski Türkçe,bek	;
gangster;orig	İngilizce ,gangster	İngilizce ,gang	Norsça (Vikingce),gangr	Germence,*gangan	Hintavrupa Anadilinde,*ghengh-	;
kungfu;orig	İngilizce ,kung-fu	Çince ,gōngfu	;
heykel;orig	Arapça,hykl	İbranice ve Aramice/Süryanice,hēkāl	Akatça,ēkallu	Sumerce,e-gal	;
ahund;orig	Farsça,āχūnd	Farsça,χʷand 	;
süje;orig	Fransızca ,sujet	Geç Latince,subiectum	Latince,subiicere	Latince,iacere, iact-	;
zencefil;orig	Arapça,zancabīl	Orta Farsça ve Aramice/Süryanice,zangəbīl	Sanskritçe,śrŋgavēra	Sanskritçe,śrŋga	Hintavrupa Anadilinde,*krən-go-	Hintavrupa Anadilinde,*ker-<sup>1</sup>	Sanskritçe,vēra	;
akışkan;orig	Türkiye Türkçesi,*akış-	;
müsteşrik;orig	Arapça,şrḳ	Arapça,şarḳ	;
pir;orig	Farsça ve Orta Farsça,pīr	Avesta (Zend) dilinde,parō-	;
meşrubat;orig	Arapça,şrb	Arapça,maşrūba(t)	Arapça,şaraba	;
dakik;orig	Arapça,dḳḳ	Arapça,daḳḳa	;
zahire;orig	Arapça,ḏχr	Arapça,ḏaχara	;
prezantabl;orig	Fransızca ,présentable	Fransızca ,présenter	;
drog;orig	Fransızca ,drogue	;
kanser;orig	Latince,cancer	Arkaik Latince,*carcr-os	Hintavrupa Anadilinde,*kar-kr-o-	Hintavrupa Anadilinde,*kar-	;
puding;orig	İngilizce ,pudding	Fransızca ,boudin	Latince,botellus	;
lamekân;orig	Arapça,lā makān	;
mecidiye;orig	özel adından,mcd	Arapça,macada	;
vadi;orig	Arapça,wdy	;
gacı;orig	Roma dilinde (Çingenece),gaci	;
mavzer;orig	ticari markasından,Paul von Mauser	;
turala|mak;orig	Fransızca ,tour	;
hergele;orig	Farsça,χargala	Farsça ve Orta Farsça,χar	Avesta (Zend) dilinde,χara-	Farsça,gala	Eski Farsça ,garda-	;
anne;orig	Türkiye Türkçesi,ana	;
arya;orig	İtalyanca,aria	Latince,aer	;
yağır;orig	Eski Türkçe,yaġır	Eski Türkçe,*yaġ-	;
diyoptri;orig	Fransızca ,dioptrie	Eski Yunanca,díoptron	Eski Yunanca,dioráō	Eski Yunanca,oráō, op-	;
seladon;orig	Fransızca ,céladon	;
ılık;orig	Eski Türkçe ve Türkiye Türkçesi,ılı-	;
biju;orig	Fransızca ,bijou	Bretonca ,bizou	Bretonca ,biz	;
filo;orig	Venedikçe,filo	Latince,filum	;
köprü;orig	Eski Türkçe,köprüg	Eski Türkçe,köpür-	;
ped;orig	İngilizce ,pad	;
bu;orig	Eski Türkçe,bu	;
basil;orig	Yeni Latince,bacillus	Latince,baculum	;
arogans;orig	Fransızca ve İngilizce ,arrogance	Latince,arrogantia	Latince,arrogare	Latince,rogare	;
akar;orig	Fransızca ,acare	Eski Yunanca,ákari	;
varaka;orig	Arapça,wrḳ	;
icap;orig	Arapça,wcb	Arapça,wacaba	;
termik;orig	Fransızca ,thérmique	Almanca ,Thermisch	Eski Yunanca,thérmē	;
tirit;orig	Farsça,tarīd	Arapça,s̠rd	;
kayyım;orig	Arapça,ḳwm	Arapça,ḳāma	;
hidroloji;orig	Fransızca ,hydrologie	İngilizce ,hydrologie	;
sıla;orig	Arapça,wṣl	Arapça,waṣala	;
ari;orig	Fransızca ,arien	Eski Farsça ve Sanskritçe,ārya-	;
tarot;orig	Fransızca ve İngilizce ,tarot	İtalyanca,tarocco 	Arapça,ṭarḥ	;
dolgun;orig	Türkiye Türkçesi,dol-	;
kanaviçe;orig	İtalyanca,canavaccio	Geç Latince,cannabaceus	Latince,cannabis	Eski Yunanca,kánnabis	;
huy;orig	Farsça,χū 	Orta Farsça,χōg	;
amniyosentez;orig	İngilizce ,amniocentesis	Eski Yunanca,ámnion	Eski Yunanca,kéntesis	Eski Yunanca,kénteō	;
masal;orig	Arapça,ms̠l	;
mukayyet;orig	Arapça,ḳyd	Arapça,ḳāda	;
vodvil;orig	Fransızca ,vaudeville	Eski Fransızca,vaudevire	Eski Fransızca,vauder	;
insiyak;orig	Arapça,swḳ	Arapça,sāḳa	;
ramak;orig	Arapça,rmḳ	Arapça,ramaḳa	;
yakala|mak;orig	Türkiye Türkçesi,yaka	;
dirlik;orig	Orta Türkçe,tirlik	Eski Türkçe,tiril-	;
elim;orig	Arapça,Alm	Arapça,alima	;
free shop;orig	İngilizce ,duty-free shop	İngilizce ,free	İngilizce ,shop	;
kurt;orig	Eski Türkçe,kurt	;
üye;orig	Moğolca ,üye	;
garantör;orig	İngilizce ,guarantor	İngilizce ,guarantee	;
mat;orig	Fransızca ,mat	Latince,mattus	;
akupunktur;orig	Fransızca ve İngilizce ,acupuncture	Latince,acus	Latince,punctura	Latince,pungere	;
tersane;orig	İtalyanca,tersanà	Arapça,dāru'ṣ-ṣanˁa(t)	;
şikâyet;orig	Arapça,şkw	Arapça,şakā	;
laktoz;orig	Fransızca ,lactose	Latince,lac, lact-	;
hacir;orig	Arapça,ḥcr	Arapça,ḥacara	Aramice/Süryanice,#χgr	;
öl|mek;orig	Eski Türkçe,öl-	;
tezyif;orig	Arapça,zyf	Arapça,zāfa	;
şale;orig	Fr (İsv),chalet	Geç Latince,*cala	;
sakağı;orig	Türkiye Türkçesi,sakak	;
baskı;orig	Türkiye Türkçesi,bas-	;
mülga;orig	Arapça,lġw	Arapça,laġā	;
sodyum;orig	Yeni Latince,sodium	Geç Latince,soda	;
deyr;orig	Arapça,dyr	Süryanice,dayrā	Aramice/Süryanice,dwr	;
ferman;orig	Farsça,farmān	Orta Farsça,framān	Eski Farsça ,fra-mānā-	Avesta (Zend) dilinde,fra-mainya-	Avesta (Zend) dilinde,mainyu-	;
seksapel;orig	İngilizce ,sex appeal	;
triptik;orig	Fransızca ,triptyque	Eski Yunanca,tríptyχos	Eski Yunanca,treís, tri-	Eski Yunanca,ptyχḗ	;
badminton;orig	İngilizce ,badminton	;
süsen;orig	Arapça ve Farsça,sūsan 	Aramice/Süryanice,şūşanā	İbranice ,şōşanā	Eski Mısır dilinde,şşn	;
karye;orig	Arapça,ḳry	Aramice/Süryanice,ḳəryā 	Fenike dilinde,ḳrt	;
sıraca;orig	Farsça,sirāca	;
feminist;orig	İngilizce ,feminist	Latince,femina	;
bahane;orig	Farsça,bahāna	Orta Farsça,vahānag	Eski Farsça ,vahāna-	Avesta (Zend) dilinde,vah-, vaŋhna	;
amik;orig	Arapça,ˁmḳ	Arapça,ˁamuḳa	;
gerdun;orig	Farsça,gardūn	Orta Farsça,gardēnag	;
küvet;orig	Fransızca ,cuvette	Fransızca ,cuve	Latince,cupa	;
pehlivan;orig	Farsça,pahlavān	Orta Farsça,pahlavīk	Soğdca,pahlawānī	Eski Farsça ,parθava-	;
mütemayiz;orig	Arapça,myz	Arapça,tamāza	;
eğin;orig	Eski Türkçe,egin	Eski Türkçe,eg-	;
glüten;orig	Fransızca ,gluten	Latince,gluten, glutin-	Hintavrupa Anadilinde,*glei- 	;
vernisaj;orig	Fransızca ,vernissage	Fransızca ,vernis	Geç Latince,veronice	Eski Yunanca,berenikḗ	;
selam;orig	Arapça,slm	Aramice/Süryanice,şəlām 	Akatça,şalāmu 	Sumerce,silim	;
leziz;orig	Arapça,lḏḏ	Arapça,laḏḏa	;
şecaat;orig	Arapça,şcˁ	Arapça,şacuˁa	;
mutasyon;orig	Fransızca ve İngilizce ,mutation	Latince,mutatio	Latince,mutari	Hintavrupa Anadilinde,*moi-to-	Hintavrupa Anadilinde,*mei-<sup>1</sup>	;
dumur;orig	Arapça,ḍmr	Arapça,ḍamara	;
örümcek;orig	Eski Türkçe,örümçek	Eski Türkçe,örümçi	Eski Türkçe,ör-	;
selfie;orig	İngilizce ,selfie	İngilizce ,self	Germence,*selbaz	Hintavrupa Anadilinde,*sel-bho-	Hintavrupa Anadilinde,*swe-	;
kizir;orig	Farsça,gizīr 	Orta Farsça,guzīr	;
tezhip;orig	Arapça,ḏhb	Arapça,ḏahhaba	Arapça,ḏahab	;
karanfil;orig	Arapça ve Farsça,ḳaranful	Sanskritçe,kaṭuka-phala	;
jüri;orig	İngilizce ,jury	Eski Fransızca,jurée	Geç Latince,iurata	Latince,iurare	Latince,ius, iur-	Hintavrupa Anadilinde,*yewes-	;
değnek;orig	Eski Türkçe,teg-	;
tehdit;orig	Arapça,hdd	Arapça,hadda	;
sayaç;orig	Türkiye Türkçesi,say-	;
denge;orig	Türkiye Türkçesi,denk 	;
hamster;orig	İngilizce ,hamster	Almanca ,Hamster	Eski Yüksek Almanca,hamustro	Slavca,χoměstorb	;
kayak;orig	İngilizce ,kayak	İnuit (Eskimo) dilinde,kayak	İnuit (Eskimo) dilinde,ka	;
tasrif;orig	Arapça,ṣrf	Arapça,ṣarafa	;
düplikat;orig	Fransızca ,duplicate	Latince,duplicata	Latince,duplicatus	Latince,duplicare	Latince,duplex, duplic-	;
bent;orig	Farsça,band	Farsça ve Orta Farsça,bandan, bast-	Eski Farsça ve Avesta (Zend) dilinde,band-	Hintavrupa Anadilinde,*bhendh-	;
Amerika;orig	İtalyanca ve Yeni Latince,America	özel adından,Amerigo 	özel adından,Emmericus 	özel adından,*haimiric	;
agraf;orig	Fransızca ,agrafe	Eski Fransızca,graffe	Germence,*krappōn	;
nipel;orig	İngilizce ,nipple	;
konsolide;orig	Fransızca ,consolidé	Fransızca ,consolider	Latince,solidare	Latince,solidus	;
lounge;orig	İngilizce ,lounge	;
balata;orig	Fransızca ,balata	İspanyolca ,balata	;
alarm;orig	Fransızca ,alarme	İtalyanca,all' arme	İtalyanca,arma	;
kâşane;orig	Farsça,kāşāna	;
muvaffak;orig	Arapça,wfḳ	Arapça,waffaḳa	Arapça,wafiḳa	;
tezahür;orig	Arapça,ẓhr	Arapça,ẓahara	;
etmen;orig	Türkiye Türkçesi,et-	;
amberbu;orig	Farsça,ˁanbarbūy	Arapça,ˁanbar	Farsça,būy	;
zikir;orig	Arapça,ḏkr	Arapça,ḏakara	Aramice/Süryanice,dəkar	Akatça,zakāru	Akatça,zikru	;
sone;orig	Fransızca ,sonnet	Eski Fransızca,sonet	;
gümrük;orig	Orta Yunanca,kommérki(on)	Latince,commercium	Latince,commercari	Latince,mercari	;
mesafe;orig	Arapça,swf	Arapça,sāfa	;
konvulsiyon;orig	Fransızca ve İngilizce ,convulsion	Latince,convulsio	Latince,convoluere	Latince,voluere, vuls-	;
dayı;orig	Eski Türkçe,taġay	;
hadım;orig	Arapça,χdm	Arapça,χadama	;
satvet;orig	Arapça,ṣtw	Arapça,saṭā	;
hoppa;"none	<p> <i>hop </i>veya<i> hoppa</i> ""çocuk sıçratma sesi"" ses yansımalı sözcüğünden türetilmiştir. </p>";
kolesterol;orig	Fransızca ,cholésterol	Eski Yunanca,χolḗ	Eski Yunanca,stéar	Eski Yunanca,élaion	;
ağrı;orig	Eski Türkçe,aġrıġ	Eski Türkçe,aġrı-	;
mahreç;orig	Arapça,χrc	Arapça,χaraca	;
tatava;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
yavru;orig	Orta Türkçe,yavrığ	Eski Türkçe,yabrı- 	Eski Türkçe,yabız	;
inat;orig	Arapça,ˁnd	Arapça,ˁanada	Arapça,ˁind	;
isale;orig	Arapça,syl	Arapça,sāla	;
nekes;orig	Farsça,nākas	Farsça,kas	;
malta;"none	<p> <i>Malta</i> ""Akdeniz'de bir ada"" <b>özel adından</b> türetilmiştir. </p>";
veladet;orig	Arapça,wld	Arapça,walada	;
kündekâri;orig	Farsça,kande kārī	Farsça,kanda	Farsça,kandan	Farsça,kārī	;
katakulli;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
telemetre;orig	Fransızca ,télémétre	Eski Yunanca,têlos	Eski Yunanca,métron	;
satüre;orig	Fransızca ,saturé	Fransızca ,saturer	Latince,satura	Latince,satiare	Hintavrupa Anadilinde,*sǝ-ti-	Hintavrupa Anadilinde,*sā-	;
morto;orig	Fransızca ,mort	İtalyanca,morto	Latince,mortuus	Latince,mori	;
dragon;orig	Fransızca ,dragon	Latince,dracō	Eski Yunanca,drákōn	Eski Yunanca,dérkomai	;
iltica;orig	Arapça,lcA	Arapça,lacaˀa	;
radikal;orig	Fransızca ,radical	Latince,radix, radic-	;
morbid;orig	Fransızca ,morbide	İngilizce ,morbid	Latince,morbidus	Latince,morbus	Latince,morī	;
nekroz;orig	Fransızca ,nécrose	Eski Yunanca,nekrósis	Eski Yunanca,nekróō	;
muhrip;orig	Arapça,χrb	Arapça,χaraba	;
şahıs;orig	Arapça,şχṣ	Arapça,şaχaṣa	;
nişan;orig	Farsça ve Orta Farsça,nişān	;
mıncık;none	<p> çocuk dilinden türetilmiştir. </p>;
telaffuz;orig	Arapça,lfẓ	Arapça,lafaẓa	;
olig(o)+;"none	<p><a href=""?k=oligar%C5%9Fi&amp;lnk=1"" style=""text-decoration:underline;color:"">oligarşi</a>, <a href=""?k=oligopoli&amp;lnk=1"" style=""text-decoration:underline;color:"">oligopoli</a> </p>";
dokunaklı;orig	Türkiye Türkçesi,dokun-	;
kuran;orig	Arapça,ḳrA	Süryanice,ḳeryānā	Aramice/Süryanice,ḳaryā 	Aramice/Süryanice,ḳərā	;
stereotip;orig	Fransızca ,stéréotype	Eski Yunanca,stéreos	Eski Yunanca,týpos	;
kapkaç;none	<p>kapkaççı, kaptıkaçtı</p>;
steroid;orig	İngilizce ,steroid	İngilizce ,sterol	Eski Yunanca,stéar	;
gulden;orig	Holandaca ,gulden	Germence,*gultham	;
kılıbık;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
manyel;orig	Fransızca ,manière	Geç Latince,manuarius	Latince,manus	;
alpinizm;orig	Fransızca ,alpinisme	Fransızca ,alpin	özel adından,Alpēs	;
mukavim;orig	Arapça,ḳwm	Arapça,ḳāma	;
natıka;orig	Arapça,nṭḳ	Arapça,naṭaḳa	;
propaganda;orig	Fransızca ,propagande	Latince,propaganda	Latince,propagare	Hintavrupa Anadilinde,*pāg-	;
bakan;orig	Türkiye Türkçesi,bak-	;
resen;orig	Arapça,raˀsan	Arapça,rAs	;
fersah;orig	Arapça,frsχ	Orta Farsça,frasaχa 	Eski Farsça ,frasanga-	Eski Farsça ,*sanga-	;
derogasyon;orig	Fransızca ,dérogation	Latince,derogare	Latince,rogare	Hintavrupa Anadilinde,*rog-	Hintavrupa Anadilinde,*reg-<sup>1</sup>	;
potur;orig	Ermenice,potor	Ermenice,pot	;
konsistans;orig	Fransızca ,consistance	Fransızca ,consister	Latince,consistere	Latince,sistere	;
çipil;orig	Türkiye Türkçesi,çepel	Türkiye Türkçesi,çap-	;
tablet;orig	Fransızca ,tablette	Fransızca ,table	Latince,tabula	;
hip(o)+;none	<p>hipokampus</p>;
erik;orig	Eski Türkçe,erük	Eski Türkçe,er-	;
sazan;orig	Orta Türkçe,sazağan	;
silo;orig	İngilizce ,silo	İspanyolca ,silo	Latince,sirus	Eski Yunanca,sirós	;
hazan;orig	Farsça,χazān	;
ataşe;orig	Fransızca ,attaché	Fransızca ,attacher	;
+sid;"none	<p><a href=""?k=apsis&amp;lnk=1"" style=""text-decoration:underline;color:"">apsis</a>, <a href=""?k=bakterisit&amp;lnk=1"" style=""text-decoration:underline;color:"">bakterisit</a>, <a href=""?k=%C3%A7imento&amp;lnk=1"" style=""text-decoration:underline;color:"">çimento</a> (<a href=""?k=karosiman&amp;lnk=1"" style=""text-decoration:underline;color:"">karosiman</a>), <a href=""?k=fungisit&amp;lnk=1"" style=""text-decoration:underline;color:"">fungisit</a>, <a href=""?k=herbisit&amp;lnk=1"" style=""text-decoration:underline;color:"">herbisit</a>, <a href=""?k=insektisit&amp;lnk=1"" style=""text-decoration:underline;color:"">insektisit</a>, <a href=""?k=jenosit&amp;lnk=1"" style=""text-decoration:underline;color:"">jenosit</a>, <a href=""?k=pestisit&amp;lnk=1"" style=""text-decoration:underline;color:"">pestisit</a>, <a href=""?k=sezaryen&amp;lnk=1"" style=""text-decoration:underline;color:"">sezaryen</a> </p>";
antisemit;orig	Fransızca ,antisémite	Almanca ,antisemitisch	Fransızca ,sémite	Eski Yunanca,Sém	özel adından,şem	özel adından,şem	;
göğer|mek;orig	Eski Türkçe,kȫk	;
tekdir;orig	Arapça,kdr	Arapça,kadara	;
fokocu;orig	İspanyolca ,foquismo	İspanyolca ,foco	Latince,focus	;
rıht;orig	Farsça,rīχt	Farsça,rīχtan, rīz-	Orta Farsça,rēχtan, rēç-	Avesta (Zend) dilinde,raek-	Hintavrupa Anadilinde,*leik-	;
uzam;orig	Türkiye Türkçesi,uza-	;
rekreasyon;orig	Fransızca ,recréation	Latince,recreatio	Latince,recreare	Latince,creare	;
ılgın;orig	Eski Türkçe,yılgun	;
tekebbür;orig	Arapça,kbr	Arapça,kabura	;
kürar;orig	Fransızca ,curare	İspanyolca ,curaré	;
level;orig	İngilizce ,level	Eski Fransızca,livel 	Geç Latince,libellum	Latince,lībra	;
merhem;orig	Farsça,marham 	Arapça,malġam 	Eski Yunanca,málagma	Eski Yunanca,malássō, malag-	Hintavrupa Anadilinde,*mel-ag-	Hintavrupa Anadilinde,*mel-<sup>1</sup>	;
nöbet;orig	Arapça,nwb	Arapça,nāba	;
akraba;orig	Arapça,ḳrb	Arapça,ḳarīb	;
üzerlik;orig	Oğuzca,yüzerlik	;
ibret;orig	Arapça,ˁbr	Arapça,ˁabara	;
taciz;orig	Arapça,ˁcz	Arapça,ˁaciza	;
kerata;orig	Yeni Yunanca,kérato	Eski Yunanca,kéras, kerat-	Hintavrupa Anadilinde,*kerə-s-	Hintavrupa Anadilinde,*ker-<sup>1</sup>	;
amfizem;orig	Fransızca ,emphysème	Eski Yunanca,emphysēma	Eski Yunanca,emphysáō	Eski Yunanca,physáō	;
tağşiş;orig	Arapça,ġşş	Arapça,ġaşşa	;
heva;orig	Arapça,hwy	Arapça,hawā	;
sahi;orig	Arapça,ṣḥḥ	Arapça,ṣaḥḥa	;
mücver;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
restore;orig	Fransızca ,restaurer	Latince,restaurāre	Latince,staurāre	Hintavrupa Anadilinde,*stáu-ro-	Hintavrupa Anadilinde,*stā-	;
dezentegre;orig	Fransızca ,désintegrer	Fransızca ,integrer	;
illüminasyon;orig	Fransızca ,illumination	Latince,illuminare	Latince,lumen	;
üşen|mek;orig	Eski Türkçe,osan-	;
infra+;none	<p>enfra+</p>;
lalettayin;orig	Arapça,lā ˁalā't-taˁyīn	;
zaman;orig	Arapça ve Farsça,zamān	İbranice ve Aramice/Süryanice,zəmān	Akatça,simānu	;
melal;orig	Arapça,mll	Arapça,malla	;
shiatsu;orig	Japonca ,shia-tsu	;
kamutay;orig	Türkiye Türkçesi,kamu	;
formül;orig	Fransızca ,formule	Latince,formula	Latince,forma	;
gizil;orig	Yeni Türkçe,giz	;
vuzuh;orig	Arapça,wḍḥ	Arapça,waḍaḥa	;
şaperon;orig	Fransızca ve İngilizce ,chaperon	Fransızca ,chape	Latince,cappa	;
retro;orig	İngilizce ,retro	İngilizce ,retrospective	;
şapşal;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
mantı;orig	Moğolca ,mantu	;
nigehban;orig	Farsça,nigahbān	Farsça,nikāh 	Farsça,bān	;
santral;orig	Fransızca ,central	Latince,centralis	Latince,centrum	;
emoji;orig	Japonca ,emoji	Japonca ,e	Japonca ,moji	;
parvenü;orig	Fransızca ,parvenu	Fransızca ,parvenir	Latince,pervenire	Latince,venire, vent-	;
yalnız;orig	Eski Türkçe,yalŋuz 	Eski Türkçe,yalıŋ	;
yayım;orig	Türkiye Türkçesi,yay-	;
mumya;orig	Arapça ve Farsça,mūmiyā	Farsça,mūm	;
majör;orig	Fransızca ,majeur	Latince,maior	Latince,*mag-ior	;
ısır|mak;orig	Eski Türkçe,ısır-	;
tegafül;orig	Arapça,ġfl	Arapça,ġafala	;
müesses;orig	Arapça,Ass	Arapça,assasa	Arapça,uss	;
kavşak;orig	Türkiye Türkçesi,kavuş-	;
alakart;orig	Fransızca ,à la carte	Fransızca ,carte	;
dehalet;orig	Arapça,dχl	;
tekerrür;orig	Arapça,krr	Arapça,karra	;
müflis;orig	Arapça,fls	Arapça,aflasa	;
kanun;orig	Arapça,ḳānūn 	Eski Yunanca,órganon	;
larenjit;orig	Fransızca ,laryngite	Eski Yunanca,lárynks, laryng-	;
yaşa|mak;orig	Eski Türkçe,yaşa-	Eski Türkçe,yaş	;
tanı|mak;orig	Eski Türkçe,tanu-	;
cip;orig	İngilizce ,jeep	İngilizce ,g.p.	İngilizce ,general purpose vehicle	;
asemptot;orig	Fransızca ,asymptote	Eski Yunanca,asýmptōtēs	Eski Yunanca,syn-	Eski Yunanca,piptō, ptō-	;
tahkiye;orig	Arapça,ḥky	Arapça,ḥikāya(t)	;
rapor;orig	Fransızca ,rapport	Fransızca ,rapporter	Fransızca ,apporter	;
naşi;orig	Arapça,nşA	Arapça,naşaˀa	;
anır|mak;orig	Eski Türkçe,aŋra- 	Eski Türkçe,aġız	;
çip;orig	İngilizce ,chip	;
bint;orig	Arapça,bn	;
hasbelkader;orig	Arapça,ḥasba'l-ḳadar	Arapça,ḥasaba	;
komodin;orig	Fransızca ,commodine	Fransızca ,commode	Latince,commodus	Latince,commodare	Latince,modus	;
repetisyon;orig	Fransızca ,répétition	Latince,repetitio	Latince,repetere	Latince,petere, petit-	;
termos;orig	ticari markasından,thermós	;
iktibas;orig	Arapça,ḳbs	Arapça,ḳabasa	;
kamaş|mak;orig	Eski Türkçe,kamaş-	Eski Türkçe,kama-	;
tefviz;orig	Arapça,fwḍ	Arapça,fawwaḍa	;
defile;orig	Fransızca ,défilé	Fransızca ,défiler	Latince,filare	Latince,fila	;
saçak;orig	Orta Türkçe,saçak	Eski Türkçe,saç	;
oportünizm;orig	Fransızca ,opportunisme	Fransızca ,opportun	Latince,opportunus	Latince,opportare	Latince,portus	;
viraj;orig	Fransızca ,virage	Fransızca ,virer	Geç Latince,virare	;
nikbin;orig	Farsça,nīk	Orta Farsça,nēvak 	Farsça,bīn	;
ne(o)+;orig	Sanskritçe,nava,	Farsça,nav,	Kürtçe (Kurmanci),nû,	Latince,novus,	Fransızca ,neuf,	İngilizce ,new,	Almanca ,neu	;
besin;orig	Orta Türkçe,bés 	;
tekellüm;orig	Arapça,klm	Arapça,kalama	;
halet;orig	Arapça,ḥwl	Arapça,ḥāla	;
emprime;orig	Fransızca ,imprimé	Fransızca ,imprimer	Latince,impremere, impress-	Latince,premere, press-	;
havali;orig	Arapça,ḥwl	Arapça,ḥawl	Arapça,ḥāla	;
bol;orig	Orta Türkçe,bol	Eski Türkçe,bol-	;
perikard;orig	Fransızca ,péricarde	Eski Yunanca,perikárdios	Eski Yunanca,kardía	;
buluntu;orig	Türkiye Türkçesi,bul-	;
lama;orig	Fransızca ,lame	Latince,lamina 	;
kaygı;orig	Eski Türkçe,kadġu	Eski Türkçe,kad-	;
şambrel;orig	Fransızca ,chambre à air	Fransızca ,chambre	Fransızca ,air	;
tafta;orig	Farsça,tāfta	Farsça,tāftan, tāb-	;
sin|mek;orig	Eski Türkçe,siŋ-	Eski Türkçe,süŋ-	;
düello;orig	İtalyanca,duello	Latince,duellum 	;
apotropeik;orig	İngilizce ,apotropaic	Eski Yunanca,apotrópaios	Eski Yunanca,apotrépō	Eski Yunanca,trépō	;
mansiyon;orig	Fransızca ,mention	Latince,mentio	Latince,mens, ment-	;
mülkiyet;orig	Arapça,milk 	;
gecekondu;none	<p>gecekondulaşmak</p>;
perde;orig	Farsça,parda	Orta Farsça,pardag	;
meratip;orig	Arapça,rtb	Arapça,martaba(t)	;
aş|mak;orig	Eski Türkçe,aş-	;
dalak;orig	Eski Türkçe,talak	Eski Türkçe,tal-	;
mongoloit;orig	İngilizce ,mongoloid	İngilizce ,+oid	;
taharet;orig	Arapça,ṭhr	Arapça,ṭahara	;
semai;orig	Arapça,samāˁī	Arapça,smˁ	;
printer;orig	İngilizce ,printer	İngilizce ,print	Eski Fransızca,preindre, preint-	Latince,premere, press-	;
koru;orig	Eski Türkçe,korıġ	Eski Türkçe,korı-	;
sapla|mak;orig	Eski Türkçe,sapla-	Eski Türkçe,sap	;
hellim;orig	Arapça,ḥlm	Arapça,ḥilm	;
apaş;orig	Fransızca ,apache	;
venom;orig	İngilizce ,venom	Latince,venenum	Latince,venus	;
çıkarsa|mak;orig	Türkiye Türkçesi,çıkar	Türkiye Türkçesi,çık-	;
mano;orig	İtalyanca,mano	Latince,manus	;
tremolo;orig	İtalyanca,tremolo	Geç Latince,*tremulum	Latince,trema	Latince,terrere	;
gocun|mak;orig	Türkiye Türkçesi,kocun-	;
sörf;orig	İngilizce ,surf	;
müsebbip;orig	Arapça,sbb	Arapça,sabab	;
klişe;orig	Fransızca ,cliché	Fransızca ,clicher	;
kruvaze;orig	Fransızca ,croisé	Geç Latince,cruciatus	Geç Latince,cruciare	Latince,crux, cruc-	;
emülsiyon;orig	Fransızca ,émulsion	Latince,emulgere	Latince,mulgere, muls-	Hintavrupa Anadilinde,*mlg-	Hintavrupa Anadilinde,*melg-	;
jonglör;orig	Fransızca ,jongleur	Geç Latince,ioculator	Geç Latince,ioculare	Latince,iocus	;
badi;orig	İng (Amer),buddy	İng (Amer),bud	İng (Amer),brother	Hintavrupa Anadilinde,*bhrāter-	;
tenkit;orig	Arapça,nḳd	Arapça,naḳada	;
shot;orig	İngilizce ,shot	İngilizce ,shoot	;
iskarpela;orig	İtalyanca,scalpello	Venedikçe,scarpèlo	Latince,scalpellum 	Latince,scalpere 	;
akademi;orig	Fransızca ,académie	İtalyanca,academia	Eski Yunanca,akademía	;
komposto;orig	İtalyanca,composta	Latince,compositus	Latince,componere	;
parter;orig	Fransızca ,parterre	Fransızca ,par terre	Fransızca ,terre	Latince,terra	;
