names	wls_fam	wls_gen	e	hh	lat	lon	pop	wcode	iso	I	you	we	this	that	who	what	not	all	many	one	two	big	long	small	woman	man	person	fish	bird	dog	louse	tree	seed	leaf	root	bark	skin	flesh	blood	bone	grease	egg	horn	tail	feather	hair	head	ear	eye	nose	mouth	tooth	tongue	claw	foot	knee	hand	belly	neck	breast	heart	liver	drink	eat	bite	see	hear	know	sleep	die	kill	swim	fly	walk	come	lie	sit	stand	give	say	sun	moon	star	water	rain	stone	sand	earth	cloud	smoke	fire	ash	burn	path	mountain	red	green	yellow	white	black	night	hot	cold	full	new	good	round	dry	name
FAKAI_A	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Duka	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,NorthwesternKainji,Duka,Main-Gwamhi	11.5	4.83	36000		gel											de	yer						not	gy~an			korkota	te		wan			ba		hy~e				kar					ten	is	sa		nun	rerem			Ton	kom			de			sw~o			hay	hog			mar					hane						ho		heger	bo		tar					ra			hw~en	ror						gy~ep				po7o				din
GAMO_NINGI	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Ningic	10.5	10.0	0		bte	mi	mb~u	ati								gy~i	re						uwaro	upala		u7yare		tiki		tuba			uba		niyama	u7uhu			ulu, titebu					tuto	yiji	u5imu		uyini	uleme			tulunuN				u5ane		unayi	Sei			gindi	kunda			bi					kare						mamai			mene		ugw~aN					ula			uzana	ubaN						Sane				usau				uyale
GWAMHI_WURI	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Duka	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,NorthwesternKainji,Duka,Main-Gwamhi	11.83	5.0	16000		bga											d3, cEnhi	y3l3, yEli						nete, nEte	gyane, gani		o	kwarkwata	te, tE		ba			baN3		hye, hir	cal3			kalo, kale					seme, to	iSi	somo, s3mo		ninu, ninE	reme, rEme			zwene, z3n3	kumu			rome, dE		jab3, yab3	swa			hyane, hyanE	hogo, hoko			male											ho		bele, bEle	b3		hale, tale					la			nebe, n3b3	dalo, lolo						tentete, lumptEtE				pu7o, wom3k3				gimi
GYEM	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Lameic	10.42	9.25	1000		gye	mi	bo	ado								wendu	reku						u5et	ukw~ala		uwer, iyer	ukw~oroNg~oto	uci		cuwa			urap		Nhu*	wup, Sup			uhul					oto	uyis	u5im		uyin	uly~em			uluN				uyin		kisuk	soi			5aci	kw~aci			wi					kari						uNhwin		erere	55i		uSal					ula			uworoN	ug3p						lihat				kusaw				liZa
IGUTA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,North-CentralJos	10.0	8.83	6120		nar	em	au	ar								diNka	riepu						und~3gub3	ugini		uw3r3	biroN	uciki		uvua			rikaza		m35i	ruugu			ruur3					ututo	riZi	biyimu			rilem			ruruN	uwiri			reeni		rai	sua			bara	kund~a			yui					rau, re						uyuen		biwer	mmini		riSari					ura			acuna	uwoho						3ri				sau				rizi
IZORA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,North-CentralJos,Chokobo-Lemoro-Sanga	10.42	8.75	1500		cbo	mi	bo	aro								diNg~a	lere						uromo	ukp~ala		u7ere	bikw~orkw~orta	uti		uba			uNma		m35u5u	uwubi			riyile					uto	iji	bi5u5u		ri7ini	rilemo			ulunu	uara			lene		le5oNo	suza			liha	kw~ond~a			w3					ara						uNme		biweyuwere	m35i		riky~ale					ula			uruna	uguza						lare				sau				rije
JANJI	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,North-CentralJos	10.17	8.5	1150		jni	mi	home	haro								dinke	daya						ono	bicere		booce	ikw~arkw~ota	utiti		ova			uwa		m3ye	ni7ubo			nihure					otoi	nije	bi5imu		rihini	lilem			nuru	tare			ahene		ifufu	sa			ira	kuna			wono					aye						uwoi		biwira	mi5i		nepo					ura			una	upana						riye				iso				niza
JERE	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,North-CentralJos,Boze-Loro	10.25	8.83	23000		jer	mi	No	woro								diNka	repu						ono	biginu		baaSe, iwace	beraN	utiti		ova			oNwa		ma5i	iwu			iwuri					oteNe	iZi	bi5omu		biini	eleNuluN							imaane		berowa	S3ini			nara	kuna			w3n3					era						udara		beyawere	m35i		ezuwaura									owo						atiy3				esau				iji
PONGU	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kamuku	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Shiroro	10.08	6.33	30000		png	gem, g3n	ga	g3tu								hi*	rEnu						tu	TiTo		wa				3mb~3			tutu*		hyi*	u*fu*								TEby~E	riSi	inranu		r3*y3*	ry~E*tu*			r3* 3r3* 3	ara			sub3		sw~abw~a	sw~o			huw3*g3*, daya	SEragy~E			tu					wuTi, Tva						hw~E		gw~asu*	m3n3		tari					ra			uwa*	und~u						gy~ita				fw~o				Zy~3
PONGU_2	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kamuku	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Shiroro	10.08	6.33	30000		png											riyun3*	riyun3*						bu tu					wE		amb~a			t3*tu*		hy~u*	u*po*								Ty~Eby~E	yiSe	i*ranu		a*iyu*	ry~atu*			nu*nu*	ara			sub3*		sw~obo	sw~o			bund~i	h3*Ng~a			b3*wi					w3*Ti, Ta						hw~E*			m3ni							ra			u*yu*a*							gita				fu				T3
KUDU_CAMO	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Ningic	11.08	9.0	42		kov											wondi	reke						wakare	ufare		u7ere		ukw~ei		tufa			wa7atu tufa		ukp~ortu	tubuna, uka			u7ura					ufodu	tize	ufare tize		ukara	uta			ufw~ok				moni		uta																			ukare ana			moni		ugofo					ula			markumo							ukarfit								
KUKI	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kamuku	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku	10.33	6.0	45000		cdr												d3ry~o						ga	rig		auw	ragEt			bomb~o			t3k			up			oyi					tomb~i	eSe	no		in	an			g3r3Ng~u	ow			sup		bw~oTe	Es			hy~anu	hog3m								gw~E7im								rongw$an	m3ni		tari					ra			on	Sam						gEt			Sind~uSind~u	up				iZ
LARU_NIGERIA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,KainjiLake	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,KainjiLake,UpperNigerKainji	10.58	4.42	5000		lan	ma		ti								kini	iTi						dubiTi	mobi		ugw~a	mutand~u	sh~e		fo			yaba		ure	uNg~u			kau					To	mamb~i	go		yuwi	laguzu			punau	ta			ginobi		pw~ibi	mugu			Ng~i	yo7Em			uw					rana						gy~E		TaTa7i	gi		tai					r3wa, rwa			gw~an3							iya			dash~i	duni				gini
LELA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Duka	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,NorthwesternKainji,Clela-Damakawa	11.33	5.33	90000		dri											Tin, TiN	ile, il3						n3To, nEt3	gEnE		omo	korkoto	TE		va			wEdE		hib3	tElE			kare					Ton	is3	wen		nin3	reme			rw~in	koma			don		dEbE	so			hEnE	hoNg~o			we, w3					noka						hw~en, hw~e*		ky~eba	ho		tare					hw~ela			lEve	sEme						Topo			hy~eu, hy~o	poy3				din3
LERE_GANA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos	10.58	8.67	0		gnh	mia										uwande	ure						undu			udai		uti		ubaba			ugb~a		ma5au	lu7ubu			uZame					utoN	eZi	ma5au		ma5i	uleleN							umene			suza			andelu	kunda			pi					kp~ani						umi			uNm3ni		uSali					ula			uyuna	uSali						liye								imy~el
LERE_SI	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos	10.58	8.67	0		gnh	mu	abu																und~u			udai	kw~arkw~ata	uti		ubaba			uyaba			ukw~azo								tito	oji				lileN			lileN				mo5i			suzu			andali	kundi			p7o					pani						mi			ma5i		uSeli					ula			yuna	uSeli ugum						liyei				ukwazo				liz3
LERE_TAKAYA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos	10.58	8.67	0		gnh	min										unazi	lu7o						yawo			owai	imikw~ai	tuntula		ubaba			tibuna		la7u	liba7u			umetau					ututu	iji	mituli		mitu	l37u			so7u				meni			pa			gunti	kundi			bi					yawo						uSili		mi ali	ma5i		ucali					ula			bina	ucali						ayi								
LOPA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,KainjiLake	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,KainjiLake,UpperNigerKainji,Oleran	10.43	4.7	5000		lop											kin3	s373						hu*mw~a	kiSi		vavi	koropata	S3		fw~a*			yagu		NoroN	iNg~3			gy~3					to	omb~i	ho*ro		yef3	rimiya			kuna rugu	taha par3			hiNg~a		ya	gun			mato	yom								yana						gw~i		geNg~iSi	mi		ta*r3					la			Sena kw~aTar3	yam						ira				hahu*				hin3
MADAKA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Baushi-Gurmana	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Shiroro	10.17	6.58	20000		bsf											ki*	rei						bota	biyu		awa	on	wa7o							mahE	up3N3								aTaba	risE	yanane		rinE	uny~arata				arara			misibi		asobi*	tusw~a				hoga			bu7u					piTa						oho		bigw~aSa	mi		utara					ura										ugita			Tigi*t3ni*	n3fu				riTe
REGI	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kamuku	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku	10.33	6.0	45000		cdr											i7a	y3						ga	ENg~a		auw				bomb~a			t3k			up			ohi					tomb~i	eSe	no		ino	ai7a			gw~3r3Ng~	ow			sup		boSEn	Es, sw~om			hy~ano	hogam								gw~E7im						ho		ngw$an	m3ni		tai					or			nEn	Sam						gEt			Sind~u	yup3				iZ
RESHE	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Reshe	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,KainjiLake	10.83	4.63	44000		res	amE	ahwa									cuneya	yis3						undo	darimi		bwa	kwarkwata	Te		guba			wa, nwa		maye	p3			he					to	nini	rora		nuhi	lumE			kumu				nuhe		nuhe	wa			yi	me			wi					nana						nwe		TiTa	m3m3, momo		tare								Tina	ma						akipwa			kpen	laTa				n3
ROGO	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kamuku	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku,Rogo-Sagamuk-Sama-Sambuga	12.35	6.12	0		rod											iy3 d3ry~o	tato						bowt	ky~Emb~o		auw	yei			bomb~			t3k			up			ahE					tomb~E	iS	no		nin	ayai			b3r3Ng~u	ya			sub		boS3n	sw~am			Es	hog								kory~a						mo		z3Ng~	m3 ni		tari					or			siT	Samu						gEt				iph~				iZ
ROR	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Duka	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,NorthwesternKainji,Duka,Main-Gwamhi	11.5	4.83	36000		gel	3m, mE	bo	in								C3n	T3r						nEt	ujan		uo7	ukorkoto	ute		uran			uka7		3mhy~3	uSar			ukar					uto	3ris	3rsw~a		unin	3lem			3rjw~3n	ekom			3rdE			3sw~a			3mhy~an	3th~og			3tmar					hanE						3rh~o		urEgEr	3mb~3		itar, 3rta7ar					ura			uf3n	3lor						3mgy~3p			S3g	po7o				3rdim
RUBASA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Basa	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,Basa	8.0	7.0	100000		bzw											hin	yebi						atw~a	Tana		wEwE	kw~arkw~ata	wuwu		buba					mehy~e											5enu		ene					ala					sobo	sw~a			kw~uba	huga			wo					ZaTE						nw~ana		kp~Esu	ni		tai					lw~a			lamu	kp~eku														
SALKA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kambari	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Kambari-Cicipu,Kambaric,EastKambaric	8.15	6.05	100000		tsw											iyyan	ETErE						zza	3s3r3		s3n	%kkurukuta	daNg~a		3vu*7u*			ukw~a		mp~asa	EtElE			avana					uc3vu	ly~usu	vunu		Ng~a	elenc~u			3lu	ky~Ery~E			mani		ass3vu	sowo			EnE	uwwa			kuw3					t3w3						%urana		ttaly~o7o	ni		tali					uly~o			uz3b3	ma, masa*sa*						yi*				sa7avu				ala
SANGA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,North-CentralJos,Chokobo-Lemoro-Sanga,Lemoro-Sanga	10.42	8.85	20100		xsn	mi	bo	oro								di	lere						oromo	hikw~ala		o7ere	bela	uti		orane			oNma		m35o	licako			liwule					oto	liyizi	bi5amu		lii5i	lelen			uluN	o7ara			leene		le5oN	sa			laka	kona			gb~3					dia						oNme		bewerewere	m35i		ocale					ola			orona	oyara						leliare				osau				lese
SEGEMUK	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kamuku	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku,Rogo-Sagamuk-Sama-Sambuga,Sagamuk-Sama-Sambuga	11.0	5.6	5000		acp											iyi	r3g						bowt	ky~ag		auw	ragEt	ok		mam			t3k			own			ny~Egu					tobi	wuS	on		3r	ari				wak			sup			sw~3			nin	ug			mok					SEgEp						ran		run, zEg	m3 n		tEi					wora			wEn	Sam						gEt								zak
SHAMA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kamuku	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku,Rogo-Sagamuk-Sama-Sambuga,Sagamuk-Sama-Sambuga	10.45	6.25	5000		sqa											iy3	d3ry~o						bowt	ky~amb~o		auw	kw~arkw~at			hom			t3k			up			Enu					tobi	iS	on		Er	ari			ru	wa			sup		sob	so			nir	hog								koriya								ringw$an	m3*n		tE					ra			En	Sam						gEt			Sint~u	iph~				zE
SHAU	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Lameic	10.38	9.03	0		sqh	min	bun	aru								liwendu	rehe						uk3ri, unere	hakula		u7eri	kw~orkw~ota	uSi		uba			ukp~a		m353wu	u7ub3			ugw~ehu					utu	liZi	bi5umu		u5i	leleN			uluN				leni, ma7eni			sa			yeti	kuna			wobi					yawo						uye		bibint~eru	m3ni		uSali					ula			urina	lizuga						liyari				usau				lize, tuleze
SHENI	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Shenic	10.52	8.58	6		scv	mi	bo	ayu								uhini	urere						cibugi	iji, ijibu		urumi	ikembe	uti		m3z3bu			ubayo		m35i	uhub3			ahuri					tutu	uji	5umu		utini	uwai			aru				iyene		tubaji	s3ze			int~a	bik3			wini					hana						heme		upy~e	ma5i		utu					ura			runi	ututu						ukusumu				usau				ugeme
TSUVADI	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Kambari	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Kambari-Cicipu,Kambaric,EastKambaric	10.77	5.4	130000		tvd	omu	avo									zoto							vuma, za	hagula		moso*	hakurakuta	udaNg~a		hovohu*			uhw~a*		mp~asa	hetele			havana					iTuvu, ucsuvu	ly~usu	vunu		hang~a	heli7encu			holu	hw~ere			heni		hasavu	sowo			eni	uwa			huwo					aya						%urana		hitalu	moni		hatali					hahina			labi	masa*, megere						haha*i*			uSahu*	ssavo				hola
ZIRIYA	NC	KAINJI	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Shenic	10.5	8.67	0		zir	mi, ma										diNg~a	rere						anubo			iwaSi		uti		tuba			uraba		m3ji									tatawai	iji	inyemu			uleN			kuyu				umama			suze			inta	kuna			wini					hina						ume			ma5i		kafau					ura			runa	kafau						una								
BAKWE	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Bakwe	Atlantic-Congo,Volta-Congo,Kru,EasternKru,Bakwe-Wane	5.25	-6.58	10300		bjw	mo	amo	amo								do	so						5o	sre		fE	5aka, gb~igb~li	tu		napu			fu		toru, 5otru	kou			gue					5aklu	5io, 5ie	mru		glE	mE			kotu	klugb~a			5iti		plE	na, nu			jE, yEkE	jE, nuwli			molo					ji						jru		sEr3	ni		tEkE					kapu			sa, 5ufo	dugb~a						gb~ia				jijarE				5ri
BASSA	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Western,Bassa	Atlantic-Congo,Volta-Congo,Kru,WesternKru,Bassaic	6.0	-9.5	417730		bsq											doo	so*																ku		nomo	kpa			gmE						Tele	mana			mo										na							mE					Ti						Tolo			dunu							5E																		5EnE
BETE_DALOA	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Bete,Western	Atlantic-Congo,Volta-Congo,Kru,EasternKru,Beteic,WesternBete	6.25	-6.25	130000		bev			a									so						nikp~E	zibh~iyi		gw~i	nEbh~3	su					ku		dl~u	kw~a								yukuli	Ti	mlE		gl~eyi	mio			kokoml~u	kota			k3kli		polE	nima			yili	p3niyukuli			tili					Ti						y3l3		zEliyi	5u							kosu				kp~i						d3d3				lile				N3ni
BETE_GUIBEROUA	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Bete,Western	Atlantic-Congo,Volta-Congo,Kru,EasternKru,Beteic,WesternBete	6.33	-6.5	130000		bet											b3l3	so							zib3			nE	su		kp3			ku		duru	kwa			g3					yukw3li	yiri	m3n3		gola	mio			kokom3ni				k3k3li		diri	nimo			yi yiri m3	n3			ku					yi						y3r3		zEli	5u							kosu										sab3								N3ni
DEWOIN	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Western,Bassa	Atlantic-Congo,Volta-Congo,Kru,WesternKru,Bassaic	6.58	-10.92	9610		dee											gbo	so*																		5imo	gba									gire	mala*			mila*										na							ku					yi						gu			ni							nai																		NElE
DIDA_LAKOTA	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Dida	Atlantic-Congo,Volta-Congo,Kru,EasternKru,Neyo-Dida,Dida	5.83	-5.42	93800		dic			a, anyi								bio	so							zle		voio		sukle		fuflu			fukpa		dulu	fa			vo					nyeflu	ii	mene		gla	mi			kokoulu	kotukpa			ciclegbole		polE	nla			ii iE	nu			fu, fule					ii						ilu		zEli			gli					kosu			nyici	tlukpe						debe								
DIDA_YOCOBOUE	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Dida	Atlantic-Congo,Volta-Congo,Kru,EasternKru,Neyo-Dida,Dida	5.5	-5.0	102000		gud											mblo	moso							zri		goyi	numo	su		tokp3			kp3kpa		dolu	kwiye			gwi					5ukwli	ci	mne		gla	mio			kokowlu				dine		polE	mla			li	nu			ku					ci						yl3		zol3	5u							kosu										d3bi								Nii
GLIO_OUBI	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Western,Grebo,Glio-Oubi	Atlantic-Congo,Volta-Congo,Kru,WesternKru,Wee,Guere-Krahn	5.83	-7.5	6650		oub											do	hw3*																		doula	kala			NmE*					noa	yiro	mea*							ho*						na							k3					do						Tiro			5E							nani																		5iro*
GODIE	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Bete,Western	Atlantic-Congo,Volta-Congo,Kru,EasternKru,Beteic,WesternBete	5.42	-5.83	26400		god	am3	mo	a5i								bolo	so							zle		g3yi		su					kp3kpa		dlu	fi								5uklu	yli	ml3		g3le	mio			k3k3gb3	klogba						m3lo			ni	nu			ku					yi						ylu			5u		Toku					kosu			blo							kigbiso								Nl3
KLAO	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Western,Klao	Atlantic-Congo,Volta-Congo,Kru,WesternKru,Klao-Tajuasohn	4.75	-8.75	227620		klu	mo*	mo*	a m3a								do	s3*						5o	nE		gb~e	nE	tu		w3			ku		nino	kp~a			Nmo*					noku*	ji	mna		5E	mE			kulu	k3ba			5iti		polo	na			je	wo*			mE					ji						jl3		jatnE	ni		sogb~3					nE			wi	tlo						mat3			jidi	dede				ninE
KRUMAN	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Western,Grebo,Ivorian	Atlantic-Congo,Volta-Congo,Kru,WesternKru,Grebo,IvorianGrebo,Tepo-Plapo	4.59	-7.26	31450		ted	mo	mo	amo								do	ho							hni		gb~i		tugb~a					Nm~aNm~a		dablu	k3la								noa	yiye	mea		5ya	ma			kw~la	kata						na			ye, ta	Nwe			ku					di						yro			5ya		heo					na			hru							gb~3gb~3yra								do
KUWAA	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Kuwaa	Atlantic-Congo,Volta-Congo,Kru	7.5	-10.0	15200		blh											dee	so*o*																ku		toyo	kwa			ku*be					noi	si*	5u*			mEwu*										gbE							fa*la*					yi						kala			nimi							ka																		5ElE*
NEYO	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Dida	Atlantic-Congo,Volta-Congo,Kru,EasternKru,Neyo-Dida	5.0	-6.0	9200		ney											bolo	so							zlii		vii	ni	suu		5oku			kp3kpa		dolu	fee			v3					5ukwli	yi	mle		gle	mio			kotu				digble		pol3	mla			yE	nu			ku					yi						jl3		dre	5u							kosu										dibi								jli
WE_SOUTHERN	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Western,Wee,Guere-Krahn	Atlantic-Congo,Volta-Congo,Kru,WesternKru,Wee,Guere-Krahn,Guere	6.67	-7.75	293000		gxx											to	so*						5o*			be, gb~e		tu							su	dekp~a								du	jireyo			5re*				ku	so*, kola						na			je	diNwe*								yi						jiro, yiro		cyotre*	ni							ne, ne*			die, yike															
WOBE	NC	KRU	Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Western,Wee,Wobe	Atlantic-Congo,Volta-Congo,Kru,WesternKru,Wee	7.42	-7.33	156000		wob	mo*	mo, amo*	apuo								to	so*							smi		gb~e		tu					ku		nm~o	kp~a								do*u*	Tria	mla		5n~ea	meo			kou	kw~a						na			Te	Nw~o			ma					Ti						Tru			ni		sou					na			sru							ma*o*, kw~iye								5n~e
ABE	NC	KWA	Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Agneby	Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Agneby	5.83	-4.25	170000		aba	m3	f3	el3									anu*						xo			xo		ti								efy~e								roko	aE*	Ngo							ba			oku			no*			kp~o									a						Ngu		mfnE*	miji		kp~e									fa5i						orugb~u				pw~opw~o				
ABRON	NC	KWA	Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Central,Akan	Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Akanic	8.0	-3.0	1303000		abr											eko*	e5o*							agiene		qia		dia							mogya									aso	ani	ejhini		si	tekerema			kotogie	sa			koko																					eyia		esrama	enzio							gy~a			ewan, kwame	bopo														di
ADELE	NC	KWA	Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Basila-Adele	Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Na-Togo,Basila-Adele	8.17	0.5	37400		ade		awo	Ete								deke7	5o*						tEni	soN		kp~E		yoN		fa						naNk~uba, kuba			yElE					tEN	nu*			5a					lo7			5EN			5o*				no*			ku					ba						fila		Nolobi	tu		ta					taN			sele										yo	fufoN				yere
