names	wls_fam	wls_gen	e	hh	lat	lon	pop	wcode	iso	I	you	we	this	that	who	what	not	all	many	one	two	big	long	small	woman	man	person	fish	bird	dog	louse	tree	seed	leaf	root	bark	skin	flesh	blood	bone	grease	egg	horn	tail	feather	hair	head	ear	eye	nose	mouth	tooth	tongue	claw	foot	knee	hand	belly	neck	breast	heart	liver	drink	eat	bite	see	hear	know	sleep	die	kill	swim	fly	walk	come	lie	sit	stand	give	say	sun	moon	star	water	rain	stone	sand	earth	cloud	smoke	fire	ash	burn	path	mountain	red	green	yellow	white	black	night	hot	cold	full	new	good	round	dry	name
BIMIN	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Mountain	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,MountainOk	-5.29	142.03	2250		bhl	ne	ku	nu								auk, mak	aukteben, alep							takam		mian	kim	ais		kon			kal		kaim	kun								kalun	kin	mutum		niN	foN			katak	teiN			non		wam	wan			atemi	kilil			kuan					tel						atan		fial	ok		tum					ais			deip	amgu						kutilip			wen	kikis				win
DIGOELEESCH	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Lowland	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,LowlandOk	-6.0	141.0	4000		kts	ne	ko	nup								mimo, en	arob, tve						katuk	on		anom	im	ap		abo			abkad, kar		yab	kondo								kembe	konyop	kiriN kondo		moNatem	oN			kondotom	ben tapuru			itapa, mu			okkaminipkana				apara			ain					mene						aton		atonkoh	ok		bot					amo			kim							ambdom				kayumo				anigo
DIGUL_MUYU	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Lowland	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,LowlandOk	-6.0	141.0	4000		kts	ne	ko	nub								mimo	adob						katuk	on		anom	im	ab		abo			abkad		yab	kondo								kembe	kony~ob, ko5ob	kidiN kond~o			oN			kond~otom	ben tabudu			mu			okkaminibkana				abada			aim					mene						aton		atonkoh	ok		bot					amo			kim							amdom			totedon	kayumo				aniko
KOMYANDARET	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Ngalum	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,GreaterAwyu,Becking-Dawi,Tsakwambo-Komyandaret	-5.3	140.2	300		kzv	nonu	gogu73	nXau								pEdi7	mom3nE						yEno7	nd~owo		my~E	gu	nd~oluh		nd~olubi			XE		s3li7	olwo								oto	poyo	G3li		h3bi	h3y			gEbu				E		Xou	Emin			yEl3Nga	d3yebo			3mibo					bopEdi						cu		mino7	a		r3Ngi					m3li7			anEh	pEni7						waohd3bu				pE7mone7				pi
METOMKA_MUYU	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Lowland	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,LowlandOk	-6.17	141.25	4000		kts	ne	eb	nub								mimo	adob						katuk	on		anon	im	at		o			kat		yam	kond~o								kend~e	kony~ob, ko5ob	kiniN kono		niyi kond~o	oN			kond~o tom	ben			muk		any~i, a5i	any~e, a5e			teme	amb~ede			aim					mene						aton		mino	ok		bot					amo			kim	am komb~on						mitik			yotede	kudi				any~iNk~o, a5iNk~o
MIAN	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Mountain	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,MountainOk,Mianic	-4.9	141.62	1400		mpt	na	kh~obo, obo	nibo								alakh~iam	asu						nakh~a	aniN		th~il	as	a7n		a7n			a7l		ilam	on								klon	kh~in	mukh~uN		sith~	haN			nd~loN	kw~ail			moi		in	nd~owon, wan			th~am, th~ama	want~, wanth$a			kh~an					th~a						afokh~		awitnin	a7i		th~om					as			nd~aiph~	amgolim						kh~uth~imiph~			nd~i	mama				ninin
NAKAI	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Mountain	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,Tangko-Nakai	-5.0	140.58	700		nkj	ne	kEp	nup								mw~inGi	aqErom						qara	roranon		anon	qw~ip	anGon		kon			qat		itEp	qoro								kErEsu	sop	mito		niNgi	oN			banGup				muk		aq	Xo7EnEm			XaXmEm	bEnsEm			muisEt					mane						aton		mitqot	XoX		qabit					asin			dilip	Xarim						mimtuk				abim				ini
NGALUM	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Ngalum	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok	-4.75	140.75	18000		szb	ne	sep	nup																		kayam	sip	a					kai		yapi	kulon									sir			niNil					etul																								sara			oq		tum					aNol																		labun
NGALUM_2	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Ngalum	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok	-4.75	140.75	18000		szb																			aniN		man		ais		ais kon			kar		kaim	kun								karun kar	kin			kair	faroN			katin	taiN			muk																					atan			wok		tum					ais			reib	amu														
NINATIE_MUYU	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Lowland	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,LowlandOk	-5.5	141.0	8000		kti	ne	tep	nup								mim	ayop						katuk	ton		anon	tim	at		ot			kat		momkon	ka kono								kenekot	tinop	kiniN kono		niNk~amp~o	oN			kaNtom	tiniN kuN			muk		ini	ane			wetme	weN amb~ere			popne					mene						aton		wot	ok		pot					amot			kiwan	anoN						am kiti			ketere	kiri				aniNk~o
NINGGIRUM_KAWOMA	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Lowland	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,LowlandOk	-5.9	141.08	6150		nxr	nE	kEp, kup	nup								mw~im	halop						man, kon	ky~on		niNop	kw~im			a ho			ka		dam	ko			awotouk					kEitEm	ky~op	minu		niNi	hoN			don puNup	tani			muk		tagu	ok Enan			akman, okman	bENtan			ky~uan					manan						alon		minky$op	ok		bo					awop			wEm	am gu						gumdi			hulomnEn	kabEp				dun
TANGKO	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Tangko	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,Tangko-Nakai	-5.0	140.4	100		tkx	nEr	qEp	nur								mEsapEn	aipo						qara	borom		anon	qup	anon		qon			qa		oq	qoro								kiloN	kir	mEru		nani	poN			nambum				muq		odubo	oqwErEm			amEm	qanEm			kodyor					tai						aran		qenuq	oq		qais					Esin			onim	palum						qunorEr				papqo				wini
TELEFOL	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Mountain	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,MountainOk	-5.0	141.75	5400		tlf	niyo, nita	kubo, kupta	nuyo, nuta								magup, mak	alop, alep						tanum, man	aniN		kayam, kanam	tim	at		at kon, at kw~on			kal		isak	kun, momol								tulun	tin	mitum, mulum		sit kun, kel kun	foN			katun	sagal, kul			muk		in	ok unaNkal			tin dagam	tinaNkam, toloN dagam			kanam, kulilam					telem, abemin						atan, atanim		biniNok	ok		tum					at togol, at tuguN			ilep, yep	kafin muk, muk kun						mililip, am tiptip			doNenam	ifaN so, isak so				win, un
TIFAL	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Mountain	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,MountainOk	-5.0	141.33	3600		tif	na	kab	nu								makub	aleb						unaN kinum	aniN		kayam	tim	as		as kon			ibnal		ilem	kun								tilaNal	tin	mutum, mutum kun		kil	filaN			tilik	sikil			muk		in, yin	ok inin			atamy~amin	weN sa5amin, weN sany~amin			ta5amin, tany~amin					telemin						atan		wakalum	ok, wok		tum					as			lib	amdu						kutamib			doNayamin	alukso				win
TTSAKWAMBO	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Ngalum	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,GreaterAwyu,Becking-Dawi,Tsakwambo-Komyandaret	-5.33	140.25	780		kvz	nu7	gu7	nawu7								pEli7	mom3ni7						yEno7	nd~owo		myE	gu	dolu		bobi7			hE		s3li7	holo								hoto	poyo	g3li		hobi	h3y7			gabuNgolo				E		pu7	Emi7			yEXElibo	d3yboya			homibo7					bopEdi						su7		mino7			suka					m3li7			hEwi	pEni7						dobuhEndi				pEkE				pi
WAGARABAI	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Mountain	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,MountainOk,Mianic	-4.5	141.17	350		sug	nete	kapote	ataNk~epo								maNk~opo	sukepo						nakaite	aninite		tiado	kokimite	aso		tikote			adote		idemote	onote								kadanote	kino	kapiote		sitote	hanote			didono	kodiate			kipote		nadidote	aiyuwemp~epade			yitemewipe	wuntade			kanepade					aletewepe						sano			aiyo		tomote					asiete			lepute	pedote						amoyokenopade			witadepe	kaditsemo				
YONGGOM	TNG	OK	Trans-NewGuinea,Ok-Awyu,Ok,Lowland	Nuclear_Trans_New_Guinea,Asmat-Awyu-Ok,Awyu-Ok,Ok-Oksapmin,Ok,LowlandOk	-5.75	140.92	6000		yon	ne	e									mima	ayop									anon	um	at					kat		yam	kono									indop			niNabo					tiNgi																								aron			oq		bot					amot										amki								
TANAHMERAH	TNG	TANAHMERAH	Trans-NewGuinea,TanahMerah	Tanahmerah	-2.67	132.83	500		tcm	nafea	kafea	kiria								naduma	wanitabo									ibe	ia	taya					katane		kinatera	naso									kabita			kioni					itaya									kifanera									amo						weti			moda		kenade					avonabe										muamini								nigia
MAKAYAM	TNG	TIRIO	Trans-NewGuinea,Tirio	Anim,Tirio,NuclearTirio	-8.33	143.08	1300		aup	nogao	ogao	gaiga								oraoga	misaga							kaboma		seae	oreane	kesowa		kesopusu			kapese		adada	naraia								bamata	baridi	narose		su	ima			boutere				ama		marada	aiamea												nawo						kareme		opapa	oba		guma					sure			ewane	ina						dinai			maduapopote	gaiguga				oroma
PROTO_TRANS_NEW_GUINEA	TNG	TRANS-NEW_GUINEA					0			na	Nga	nu, ni									tala, tate										niman			iti, sasak			Ngandapu, kantapu		kesa	konda								kandi, kate	Namu, Numu	mundu		titi	mbilaN, mele				sikal, sakil			amu		mapn	na							kum					me									nok		kambana, kambuna					kandap, kondup										kituma, kutuma				ktak				imbi, wani
WIRU	TNG	WIRU	Trans-NewGuinea,Wiru	Wiru	-6.42	144.25	15300		wiu	no	ne	toto								odene	takuta						ali	mou		tue	nomo			tata			kepene		kamate	tono			kime					kabidi	lene	timini		kime	keke			wadini	yono			adu			ue nako			one eneko	yateko			tuko					noko						lou		tagoi	ue		kue					toe			ka	tono						likonu			kapeteko	pene				ibini
DAO	TNG	WISSEL_LAKES-KEMANDOGA	Trans-NewGuinea,West,WisselLakes	Nuclear_Trans_New_Guinea,PaniaiLakes,Auye-Dao	-3.33	136.33	250		daz	han	kat	nit								bijit	bilin									jeNge	pie	e		eNga					ejabi	endeboeak, owa								eaNgo	keleNgen	awi, enawi		eja, enijak	eme			ondoloe	enieNgi			emiekwak						kaje o				wada					lobojai						mo			jie		kirip					kando			toelawa, toeroea	libidak						okaijai, getindoemoe								oenoe
KAPAUKU	TNG	WISSEL_LAKES-KEMANDOGA	Trans-NewGuinea,West,WisselLakes	Nuclear_Trans_New_Guinea,PaniaiLakes	-3.83	135.5	100000		ekg	ani	aki, ikai	inai, ini								ena, kato	wiya, wiyago						me	binei		dodi	uka, deniyo	piya, uti		iye			kado		emo	mito			piya gapa					gapa	peka	yuma		ego	eta			kagu	gane			boko, ama		emaye, yupiya	uwo naio			peka dou, dou	yuwi			bokaia					mei						meuka, tani		iyamo, iyapu	uwo		mogo					bodiya			ita	bago, dimi						wane, uno			ebetume	iya, ya				eka
MONI_2	TNG	WISSEL_LAKES-KEMANDOGA	Trans-NewGuinea,West,WisselLakes	Nuclear_Trans_New_Guinea,PaniaiLakes	-3.67	137.0	20000		mnz	a, andi		i, indi								hako	hiya										amu	bo		hoka					eka	iwa										zaNe		baga	dabe			aka	hane			ama			nuiya			iniya	zutiya			hitiya					miya						emondani			du		homa					usa			keyako										pasukiya					eze
WOLANI	TNG	WISSEL_LAKES-KEMANDOGA	Trans-NewGuinea,West,WisselLakes	Nuclear_Trans_New_Guinea,PaniaiLakes	-3.42	136.75	5000		wod	ni, nime		ini, inime								na	wiya										uka	piya		iZe					emo	mito										Zuma		hego	debegada			kagu	Zakada			ama			nona			duna	Zuna			bokona					mena						dame			uwo		huma					bida			hinda										patuka tina					ekada
MENA	TuK	TURAMA-KIKORIAN	Trans-NewGuinea,Turama-Kikorian,Kaser	Turama-Kikori,Turama-Omatian	-7.08	143.58	1570		meb	ina, inara	iya, iyari	nano, awah								sokanE	haiE						wone	mai		kas3	kurom3			i boru			kwaru		kai	havo			kisika					kovi	sitoumu	bobo		kaiyo	kumEn			maku	sEmaro			So, so		ihaiE	muno tomanu			boma towe	mEn3 kotamau			kasik3s3nawau					ya uwe						yos3, yosu		sigwin	mu		kam3					kumu			dikE	kaNkoro k3m						koponu			tesikin3wau	wasia konau				nEnEne
OMATI	TuK	TURAMA-KIKORIAN	Trans-NewGuinea,Turama-Kikorian,Kaser	Turama-Kikori,Turama-Omatian	-7.33	144.0	320		jbk	ina	iyu	nana, awoha								sakaina	hatarari							moi		kase	kulamu			ibolo			kebo		kei	havo			keseka					kovi	isi	sorowu		kokame	komene			murame	si			Su		to7i to7i	mowanae			toanau	aienau			aya kaskenabo					bine						soa		kuini	fae		kamu					kumu			dike	kama						same			filikinanau	mikasi				nenena
RUMU	TuK	TURAMA-KIKORIAN	Trans-NewGuinea,Turama-Kikorian,Kairi	Turama-Kikori	-7.17	144.25	1000		klq	i, ene	iki, eke	namE								reiapai	tai						wamE	namo		ka, kaE	kuro, EmEnE	i		patE			hei		hokore	rapo			ekemu					ko	ihi	yu		maku	oho			mokou	hE			ho, no		upi	nana			wahEka	wara			kahEka					yara								koai tura, isu	u		koEo					i				rei						riho				kahi, morio				EnEnE, paina
HARUAI	Pia	PIAWI	Piawi	Piawi	-5.08	144.17	2000		tmd	nini										wa5iNgep	jimag jiNgw$o									wa5a	jim	b3		b3 pan			jimax w35											r3minC	momakh~	haNieth~		anc3makx~	alebo5				jimakx~			kau						n3Ngw$3	n3Nu m3nda			wara m3nda					hamda						naijo		gubo	rabo		kh~amb~o					r3n			gan3mp	maNg~o p3th~						ruo wadia				gomgomo				namph~
PINAI_HAGAHAI_ARAMO	Pia	PIAWI	Piawi	Piawi	-5.33	144.33	600		pnn	n3gaid3x										ag3	h3g3nab3mar3									wE5a	imoci	mona		m3na hana			wi5i											jEnwape	mEmEc3mag3	namag3		jEci mag3	sy~e, su3				n3sa			ahu						gom3dEr3	gw~omd3r3			mob3, mob3d3n3					jEmdEr3						r3ma		guhu	gu		rig3					5abo			di3d3	jadau3						magam3diEb3			as3xo r3b3d3n3	mEr3b3				nabamine
PINAI_HAGAHAI_PINAI_1	Pia	PIAWI	Piawi	Piawi	-5.33	144.33	600		pnn	nega										jorod3	jandErimi									w35a, wE5a	n3ma	m3na		m3nana, m3n3hana			r3xa											jEn3ac3	m3mEci	nauNasi		acuab3	cu3, cuE				5aub3			a7u						gwa	jeram			mow3					jEmod3						r3ma		guu	gu		rig3					5abu			saba cimur3mam	maX3						sEnobia			w3r3	xomo				mEi
USKU	Usk	USKU	Unclassified_ulf	Usku	-3.67	140.5	110		ulf	ose		pu								kisifaini	narna						mekenya	aNkeu			nimi	weli		kunda			ninye		mise	kla								beikli	nifi	mendi		neNkle	bra			oNkula	mesa			mi						flase	yukluse								duarse						nei		armafu	ei		pane					yo			tra	ke						meNgrik				ntabo				
ANEM	Ane	ANEM	Yele-WestNewBritain,WestNewBritain	Anem	-5.58	149.08	800		anz	ue	nin	miN, mun								mudo	niak						doxam	ia		kaua	seim	aN		ki			palau		esin	exe								got	ei	piNi		lo	oloN			bol	tum					ol	ik			ko	degiN			zik, lkul					mon						ado		eilu	komu		pa					knu			luN	obot						nib			opox	masuk				eNi
PELE_ATA	Was	WASI	Yele-WestNewBritain,WestNewBritain	Ata	-5.67	151.0	2000		ata	eni	neni	nexi								vile	tamei, ilou						aliku, evile	silanga		a7a	meni	aiinu, ovu		vaia, vai7a			vasimele, vasimelo		sialuxu	xileli, xine								sangalie, sangalilo	iei, ieli	kusileli			levenenge, levenexe			tava7u vo7uxu	avo			susu		e7eleli, e7ene	iexu			iailisou, maisi7a				kalu, sivita					ne7e						aso		oto	lexa		lavo7o					navu			vote7i	laxa7ilu						olovoxo			ana7ana	alavua				uala
KENABOI_1	Ken	KENABOI	Unclassified_xbn	Kenaboi	2.37	102.23	0		xbn	kaban										moi	sar						som	rayap		amun		senT~eh		rayaN			selomp~ot		Caha	gus								Celioh	laN	liaN		Cerah	Telil			teNk~hu	ta*			rapaN			tuNet							Tulat					int~ok						5ant~aN		kelip	par		buNk~al					haNoi				tunT~ak						selit				nt~e*k				
IHA	WBm	WEST_BOMBERAI	Trans-NewGuinea,West,WestBomberai,WestBomberaiProper	West_Bomberai,NuclearWestBomberai	-2.92	132.25	5500		ihp	on	ko	in								wo	rik						tomndi	heyr		mbiar	men	adop wre		adop den			Ngeyn		wek, kibiek	togar								kp~er	kendep	kanamNgba		mihin tap	NgeNgabuh			kowk tomNgbon	tan			hon		hemerahemera	roh			kene	komon			kimih					howot						kimina, nama		kihkiha	kra		war					tom			ndyot	tumber, kp~rohma						nah				kahwaN				ne
KARAS	WBm	WEST_BOMBERAI	Trans-NewGuinea,West,WestBomberai,Karas	West_Bomberai	-2.92	132.33	240		kgv	an	ka	in								kon	er						tun	sor		bal	mun	ror		olun			kulun		kariak	kaNun								kolkam	kaNgir	bustaN		gir	blen			kor pak	tan			am			rat			komet	ran			lalat					mey						yon		maser	per		yar					din			urap	kilak						gosesawn				gyarten				in
MBAHAM	WBm	WEST_BOMBERAI	Trans-NewGuinea,West,WestBomberai,WestBomberaiProper	West_Bomberai,NuclearWestBomberai	-3.0	132.67	1100		bdw	and	taw	undu								owgeno	wrik						kindZan	seyr		yambar	min	wuryae		tawe			pak		wiet	togar								pfie	kiep	maNgogur		sin tap	NgaNgambir			petumNgbon	kamen			son		inin	rus			kane	komon			kyep warik					kabit						kamini		kiskis	kria		war					yambur				kendewer						ndZundZoN				yaNgaray				nie
RAPOISI	WBg	WEST_BOUGAINVILLE	NorthBougainville,Konua	North_Bougainville	-5.83	154.83	3500		kyx	ag, aru	bira	bioga, biru								arei	bo suku							atari		kesu	utuo	evaita		hara			kaparue		parakoa	reu			reruo					ubateo	otei	birao, iruba		asi				ubiubi	akapio					aterariba	era			keke	ubara			pi					luilui						isiro			bapi, uo		aipo					uhi			ohopa	hukihuki						bogi				ueibara				ute
ROTOKAS	WBg	WEST_BOUGAINVILLE	NorthBougainville,Rotokas	North_Bougainville,Rotokas-Askopan	-6.0	155.17	4320		roo	dEgEi, dEgoE	bi	bigoE								katEi	edEo						bEo, bEro	EtEdito		kEkEu, kEbidE	idui	ebEobE		gudubE, bEgEi, bEkiE			EdeiuE, kEkEuoE		bebEsibE	keduE								ubEdeouE	osideito	idubEoto		deuri	Edebuoto			kotupiuE	bubuko, bEbEe			dodouE		tokEtE				keke	ubu			bobou berE, kopi					udio, udo, bEge, bEge piE						dEvidEo		Eviko, bisudiko	ukoE		Ebeke					tuitui, eto, eto kEsi			dEibE							dupE, bokiEro				Eide, EidepE				bEisiE, vEisi
HATAM	WP	HATAM	Languageisolate_had	Hatam-Mansim	-1.0	134.0	16000		had	dani	jeni	ny~eni								gom	can						tuNw~atu	wau		sien	mem, boumem	biei		mmeN			Nkeg		Ngrom	nj~um			bou Ngai, pun					tiNou	yai	hw~ap			dw~eb			migbiau	nd~ab			dob		siNau	dut			Nat	miap			mai					kw~ei						prow, mp~iab		ham	ny~ei		tig, hag					hum			puig, niran	nuNugw~						mmun			ut	jep, bun				niny~eN
MPUR	WP	KEBAR	Languageisolate_akc	Mpur	-0.75	133.25	7000		akc	in	nen	yek								tu	dokir						man, mamir	mw~an		per	im	ni		bw~a			fek		far	ip			kat					kw~aip	am	minsan, wanken			bitraw			pejaw	wom			sut		nabw~aur	kobet			wot	minsem			ut					na						put		ton	war		bit					yet			nj~an, bw~ak	sor						dim			bit, berem	bak				muk
ABUN	WP	NORTH-CENTRAL_BIRDS_HEAD	Languageisolate_kgr	Abun	-0.5	132.5	3000		kgr	ji	nan	men								dik	we						ye	boge		nd~ar		kw~e					da		de									git	gro	gwembo							sy~im						da			me	jam			kw~op					ma						kam			Sur										os	banbo						noru			sEs	be				gum
KARON_DORI	WP	NORTH-CENTRAL_BIRDS_HEAD	Maybrat		-0.75	132.58	5000		kgw	tuo	nuo	anu								sow	ai									dag	xate	ara					rak		mes	beti									pesu			pesyen					petem									Ngeiti									nama						ayo			aya		fra					tafok										meti								masom
MAI_BRAT	WP	NORTH-CENTRAL_BIRDS_HEAD	Maybrat	Maybrat	-1.33	132.5	20000		ayz	tuo, tuwo	nuo, n	amu, p								sau, s	eok, ewok						rae	sa		mtax, mtah	hate, s3ruom	ara		ata, ita					mes	tai, tayi								imara		naif, nayif		apat, pat	hreha, xrexa							sis			ata			he, xe	ari			hai, hayi					ama						isie, ayo		sken	aya		fra					tafox, tafoh			iso	atu, wiam						mti			atot					asom
BOBAWA	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,WestMakian	North_Halmahera	0.5	127.58	12000		mqs											minye	medeN						manusia	yao		aso	bene	fete		we			fi		wuni	subebi								kameu	afe	umlefete		wi	belo				kamama					amo	bebe			Cio	baso			gei					podo						win		mawi	be		mai					ipi				pu						kaman				topo				aim
GALELA	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,MainlandNorthHalmaheran,Galela-Loloda	2.42	128.33	79000		gbi	Nohi, ti	ngona, ni	Nomi, None								moi	sinoto						5awa	nawo		kaso, o koso	ato, o dimaNa	gota		soka			bota, kahi		au, owu	kobo								Neu	lako, loko	ngunu		aki, iNi	lade, lode			pupuku	gia, iNi			mamata, susu		gate, mautu	baho, oke			k3lalo, nano	ise, isa			sasaru					bola, hino						waNe malako		Noma	ake, oke		tato, teto					uku			Neko, tapoki	dodopu, tola						lobi, madamada			dogo, i wado	da muane				roNa
GALELA_2	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,MainlandNorthHalmaheran,Galela-Loloda	2.42	128.33	79000		gbi												sinoto							nauo		kaso							kahi		au									Nau	lako	Nunu			lade				gia, iNi					gate	udo				ise			sone					bola								Noma	ake		teto					uku			Neko															roNa
LODA	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,MainlandNorthHalmaheran,Galela-Loloda	1.92	127.75	15000		loa	NoZi	Nini, Nona	None								moi	sinoto						5awa	naoko, nawoko		koso	gani, otomo	gota		soka			kai		aunu	koboNo								Nauku	loko			iNiri	akeri			wuwuku	giama, iNiri			susu		gate, gote	udomo			k3lelo	i sana			sonaNa					suwutu						oNe ma loko		Noma	okere		s3leo					uku			Nakomo, tapoki	dodopunu, Zoku									i ZomaNa	i susuNi				romaNa
LOLODA	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,MainlandNorthHalmaheran,Galela-Loloda	1.92	127.75	15000		loa												sinoto							naoko		kaso							kai		aunu									Nauku	lako	NunuNu							giama, iNiri					gate	udomo				isene			soneNe					suwutu								Noma	akere		seleo					uku			Nekomo															romaNa
MADOLE	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,MainlandNorthHalmaheran,KaoRiver	1.42	127.75	2000		mqo	Noi	Nini, Nona	Nomi, None								moi	modidi, mudidi						gomatela	nau7o, o nauo		aho, o aho	o gane	o gota		o hoa			ai		aueno	oboNo								Nau7u, naua	la7o			iliNi	ahiahili, haihiri			bubu7u	giam, giama			susu		gate, puo	oa7le, oele			Noli7i, pa mae	ihene, po ihene			haili, hoNene					boa						o waNe		mamaNa, NaNama	aele, o aele		o heleo, seleo					u7u			Ne7omo, o topa7a	de7u, o de7u						wutu			i omoNa	ma huNi				roNa, roNo
MALAPA	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,WestMakian	North_Halmahera	0.5	127.58	12000		mqs											minye	medeN						manusia	yao		aso	bene	fete		we			fi		uni	subebi								kameu	afe	umlefete		wi	belo				kamma					amo	bebe			Cio	baso			gei					podo						win		mawi	be		mai					ipi				pu						kaman				topo				aim
MODOLE	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,MainlandNorthHalmaheran,KaoRiver	1.42	127.75	2000		mqo	ngoi	ngona	ngone, po									modidi						nyawa	nao7o, nau7o		aho							ai		auenu									ngau7u	la7o	ngunu		ilingi	hiahiri			bubu7u	giam, iling						okele			ngoli	ihene			honenge													mamanga	aele		seleo					u7u			nge7omo	de7u						wuta				giau				
MODOLE_2	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,MainlandNorthHalmaheran,KaoRiver	1.42	127.75	2000		mqo												modidi							nau7o		aho							ai		auenu									Nau7u	la7o	Nunu			hiahiri				giam, iliN					gate	okele				ihene			honeNe					boa								NaNama	aele		seleo					u7u			Ne7omo															
NGOFABOBAWA	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,WestMakian	North_Halmahera	0.5	127.58	12000		mqs											minye	medeN						manusia	yao		aso	bene	fete		we			fi		wuni	subebi								kameu	afe	mudefete		wi	belo				kamma					amo	bebe			Co	baso			gai					podo						win		mawi	be		mai					ipi				pu						kaman				topo				aim
PAGU	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,MainlandNorthHalmaheran,KaoRiver,Paguic	1.25	127.75	3310		pgu	Noi	ngona, Nini	None, Nomi mi								mudu moi	modidi						5awa	naok		kaso	atom, gani	gota		soka			kai		aunum	koboN								NaukNauku, ngau7u	lako			iNil	akeri, akil			bubuku	giama			susu		gatel	okel, okele			Nolik	sigisene			soneN					sapoN						waNe		NaNama	akel		mamaliN					uku			Nekom, tapak	yeku						lobi, lobili			de ma deaka	ma suNi				lomaN, lomaNa
SABALE	WP	NORTH_HALMAHERAN	WestPapuan,NorthHalmahera,WestMakian	North_Halmahera	0.5	127.58	12000		mqs											minye	medeN						manCa	yao		aso	bene	fete		wewe			fi		wuni	subebi								kamou	afe	mudefete		wi	belu				kamama, ia					amo	bebe			Co	baso			gei					podo						win		bintaN	be		mai					ipi				pu						kaman				topo				aim
