word;etymology
*gǖl-;"[(u'Karakhanid:', [u'k\xfcl-t\xfcr- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'g\xfcl\xfc- (dial.)'), (u'Sary-Yughur:', u""k'ul-""), (u'Turkmen:', u'g\xfcjl-'), (u'Oyrat:', u'k\xfcl-'), (u'Tuva:', u'x\xfcl\xfc-')]"
*gǖŕ;"[(u'Old Turkic:', u'k\xfcz (Orkh., OUygh.)'), (u'Karakhanid:', [u'k\xfcz (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'g\xfcz'), (u'Tatar:', u'k\xf6z'), (u'Middle Turkic:', [u'g\xfcz (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'kuz'), (u'Uighur:', u'k\xfcz'), (u'Sary-Yughur:', u'kuz'), (u'Azerbaidzhan:', u""g\xfcz-\xe4m 'autumn wool'""), (u'Turkmen:', u'g\u01d6z'), (u'Khakassian:', u'k\xfcs'), (u'Shor:', u'k\xfcs'), (u'Oyrat:', u'k\xfcs'), (u'Chuvash:', u'k\u01dd\u02b7r'), (u'Yakut:', u'k\xfch\xfcn'), (u'Dolgan:', u'k\xfch\xfcn'), (u'Tuva:', u'k\xfcs'), (u'Tofalar:', u'k\xfcs'), (u'Kirghiz:', u'k\xfcz'), (u'Kazakh:', u'k\xfcz'), (u'Noghai:', u'k\xfcz'), (u'Bashkir:', u'k\xf6\u03b4'), (u'Balkar:', u'k\xfcz'), (u'Gagauz:', u'g\xfcz'), (u'Karaim:', u'k\xfcz'), (u'Karakalpak:', u'k\xfcz'), (u'Kumyk:', u'g\xfcz')]"
*(i)ăba;"[(u'Yakut:', u""aba; aba-r- 'to be angry'""), (u'Dolgan:', u""abal\u0101- 'to be angry'""), (u'Tuva:', [<i>\u014d</i>, u"" 'poison; ferret's musk'""])]"
*(i)abɨ-;"[(u'Old Turkic:', [u""ab\u0268n\u0268q 'consolation' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=251"" target=""_blank"">USp.</a>, u"" 43), av\u0268n-\u010du 'concubine' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">YB</a>, u' 1)']), (u'Karakhanid:', [u'av\u0268n- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), av\u0268t- 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u""avun- 1, avut- 2, 'to deceive'""), (u'Middle Turkic:', [u""awut- 2, awun- 'to find comfort' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'\u0254vun- 1, \u0254vut- 2'), (u'Azerbaidzhan:', u'ovun- 1, ovut- 2'), (u'Khakassian:', u""ab\u0268t- 'to lull'""), (u'Shor:', u""ab\u0268t- 'to lull'""), (u'Halaj:', u'avun- 1, avut- 2'), (u'Yakut:', u""\u0268a-hax 'play'""), (u'Dolgan:', u""\u0268a-hak 'play'""), (u'Tuva:', u""aat- 'to lull'""), (u'Tofalar:', u""aat- 'to lull'""), (u'Gagauz:', u""aut- 'to deceive'""), (u'Karaim:', u""avun-, uvun- 'to be consoled', uvut- 2"")]"
*(i)abɨ-;[(u'Tatar:', u'avu- 1'), (u'Oyrat:', u'ab\u0268- 2'), (u'Tuva:', u'\u0101-t-t\u0268n- 2'), (u'Kirghiz:', u'\u014d- 1, 2, \u014d-n- 3'), (u'Kazakh:', u'awu- 1, aw\u0268n- 2'), (u'Noghai:', u'av\u0268- 1, avna- 2'), (u'Bashkir:', u'aw- 1, awn- 2'), (u'Balkar:', u'aw- 1, awan- 2'), (u'Karaim:', u'avd- 2'), (u'Kumyk:', u'avun- 2')]
*(i)ag;"[(u'Old Turkic:', [<i>a\u0263</i>, u' (OUygh.) 1']), (u'Karakhanid:', [<i>a\u0263</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u') 1']), (u'Uzbek:', u'\u0254\u0263 2'), (u'Uighur:', [<i>a\u0263</i>, u' 2']), (u'Azerbaidzhan:', [<i>a\u0263</i>, u' (dial.) 2']), (u'Kazakh:', [<i>aw</i>, u' 2']), (u'Noghai:', [<i>aw</i>, u' 2']), (u'Gagauz:', [<i>\u0101</i>, u' 2']), (u'Karaim:', [<i>aw</i>, u' 1'])]"
*iagɨr;"[(u'Old Turkic:', u'a\u0263\u0268r (Orkh., OUygh.)'), (u'Karakhanid:', [u'a\u0263\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'a\u0263\u0268r'), (u'Tatar:', u'aw\u0268r'), (u'Middle Turkic:', [u'a\u0263\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'\u0254\u0263ir'), (u'Uighur:', u'e\u0263ir'), (u'Azerbaidzhan:', u'a\u0263\u0268r'), (u'Turkmen:', u'aG\u0268r'), (u'Khakassian:', u'\u0101r'), (u'Halaj:', u'a\u0263\u012b\u0323r'), (u'Chuvash:', u'j\u0268v\u044ar'), (u'Yakut:', u'\u0268ar'), (u'Dolgan:', u'\u0268ara-kan'), (u'Tuva:', u'\u0101r'), (u'Tofalar:', u'\u0101\u0303r'), (u'Kirghiz:', u'\u014dr'), (u'Kazakh:', u'aw\u0268r'), (u'Bashkir:', u'aw\u0268r'), (u'Balkar:', u'awur'), (u'Karakalpak:', u'aw\u0268r'), (u'Salar:', u'a\u0263\u0268r')]"
*iak-;"[(u'Old Turkic:', u'aq- (OUygh.)'), (u'Karakhanid:', [u'aq- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'ak-'), (u'Tatar:', u'aq-'), (u'Middle Turkic:', [u'aq- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'\u0254q-'), (u'Uighur:', u'aq-'), (u'Sary-Yughur:', u'aq-'), (u'Azerbaidzhan:', u'ax-'), (u'Turkmen:', u'aq-'), (u'Khakassian:', u'ax-'), (u'Oyrat:', u'aq-'), (u'Chuvash:', u'jox-'), (u'Tuva:', u'aq-'), (u'Kirghiz:', u'aq-'), (u'Kazakh:', u'aq-'), (u'Noghai:', u'aq-'), (u'Bashkir:', u'aq-'), (u'Balkar:', u'aq-'), (u'Gagauz:', u'aq-'), (u'Karaim:', u'aq-'), (u'Karakalpak:', u'aq-'), (u'Kumyk:', u'aq-')]"
*(i)akuru-;"[(u'Old Turkic:', u'aquru (OUygh.)'), (u'Karakhanid:', [u'aqru, aqrun (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), aqru (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'arqun (Osmanli)'), (u'Tatar:', u'\u025bkren, \u025bkerten; \u025bkert (dial.)'), (u'Middle Turkic:', [u'aqr\u0268n (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u'), a\u0263r\u0268n (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u')']), (u'Khakassian:', u'\u0101\u0263\u0268rin, a\u0263r\u0268n, a\u0263\u0268rt\u0268n'), (u'Shor:', u'a\u0263\u0268r\u0268n'), (u'Oyrat:', u'aqq\u0268r\u0268n, aqq\u0268r-aqq\u0268r'), (u'Yakut:', u'ar\u0263\u0268\u0304j, or\u0263\u016bj'), (u'Kirghiz:', u'aq\u0268rin'), (u'Kazakh:', u'aq\u0268r\u0268n'), (u'Bashkir:', u'aqr\u0268n'), (u'Balkar:', u'aq\u0268r\u0268n, aqr\u0268n, aq\u0268rt\u0268n'), (u'Karaim:', u'arq\u0268t\u0268n'), (u'Karakalpak:', u'aq\u0268r\u0268n')]"
*(i)ăĺ-;"[(u'Karakhanid:', [u""a\u0161-l\u0268q 1 (a\u0161l\u0268q tar\u0268\u0263 \xf6nar 'crops spring') ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'; ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkish:', u'a\u0161\u0268 2, 3'), (u'Tatar:', [u'a\u0161-l\u0268q 1, ', <i>a\u0161</i>, u' 1, 4 dial. (Sib., ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=212"" target=""_blank"">\u041a\u0421\u0422\u0422</a>, u"" 107), a\u0161-la- 'to starch'""]), (u'Middle Turkic:', [u'a\u0161i 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u""), 'pollen' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=233"" target=""_blank"">Zenker</a>, u' I 56)']), (u'Uzbek:', u'\u0254\u0161 5, \u0254\u0161-liq 1'), (u'Uighur:', u""a\u0161-l\u0268q 1, a\u0161-la- 'to tan'""), (u'Azerbaidzhan:', [<i>a\u0161,</i>, u' a\u0161\u0268 3, 5']), (u'Turkmen:', u'a\u0161-Gar 5'), (u'Khakassian:', [<i>as</i>, u"" 1, as-ta-n- 'to beware of a disease' ('to vaccinate oneself'?)""]), (u'Shor:', [<i>a\u0161</i>, u' 1']), (u'Oyrat:', [<i>a\u0161</i>, u' 1']), (u'Yakut:', [<i>as</i>, u' 4, ', <i>as,</i>, u"" ah\u0268l\u0268k 'fruit of some wild plants, berry'""]), (u'Dolgan:', u""ah\u0268l\u0268k 'berry'""), (u'Kirghiz:', [<i>a\u0161</i>, u"" 'fruit of some wild plants, berry', a\u0161t\u0268q 1, a\u0161a- 'to tan'""]), (u'Kazakh:', u'ast\u0268q 1'), (u'Noghai:', [<i>as</i>, u"" 'a grain, a seed', asl\u0268q 1""]), (u'Bashkir:', [u""a\u0161l\u0268q 1, a\u0161la- 'to graft', dial. "", <i>a\u0161</i>, u"" 'pus' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=234"" target=""_blank"">\u0411hh</a>, u' III 26)']), (u'Balkar:', u""a\u0161-l\u0268q 1, a\u0161-\xfcg\xfc 'one of cereal cultures'""), (u'Gagauz:', u""ha\u0161-la- 'to plant out seedlings; to graft; to vaccinate'""), (u'Karaim:', u""a\u0161-l\u0268q 1, a\u0161-la- 'to graft'""), (u'Salar:', [u'a\u0161-l\u0268q 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=231"" target=""_blank"">\u0421\u0421\u042f</a>, u' 296)']), (u'Kumyk:', [<i>a\u0161</i>, u"" 1 (C\u0430\u0442\u044b\u0431. 73), a\u0161-la- 'to pollinate; to tan'""])]"
*(i)aĺ(č)uk;"[(u'Karakhanid:', [u'a\u0161uq 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'a\u0161uq 2 (Osmanli), a\u0161\u0268k 1, 2'), (u'Tatar:', u'a\u0161\u0268q 2'), (u'Middle Turkic:', [u""a\u0161uq 1, 'bone of the elbow' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u')']), (u'Uzbek:', u'\u0254\u0161iq 2'), (u'Uighur:', u'o\u0161uq 1, 2'), (u'Azerbaidzhan:', u'a\u0161\u0268G 2'), (u'Turkmen:', u'a\u0161\u0268q 2'), (u'Oyrat:', u'a\u017e\u0268q 2'), (u'Halaj:', u'u\u0161aq 2'), (u'Kirghiz:', u'a\u0161\u0268q 2'), (u'Kazakh:', u'as\u0268q 1, 2'), (u'Noghai:', u'as\u0268q 1, 2'), (u'Bashkir:', u'a\u0161\u0268q 2'), (u'Balkar:', u'a\u0161\u0268q 1, 2'), (u'Karaim:', u'a\u0161\u0268q 2'), (u'Karakalpak:', u'as\u0268q 2'), (u'Kumyk:', u'a\u0161\u0268q 2')]"
*(i)aĺ, *(i)aĺ-a-;"[(u'Old Turkic:', [<i>a\u0161</i>, u' 1, a\u0161a- 2 (OUygh.)']), (u'Karakhanid:', [<i>a\u0161</i>, u' 1, a\u0161a- 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', [<i>a\u0161</i>, u' 1']), (u'Tatar:', u'a\u0161a- 2'), (u'Middle Turkic:', [<i>a\u0161</i>, u' 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uighur:', [<i>a\u0161</i>, u' 1']), (u'Azerbaidzhan:', [<i>a\u0161</i>, u' 3']), (u'Turkmen:', [<i>a\u0161</i>, u' 1']), (u'Khakassian:', [<i>as</i>, u' 1']), (u'Halaj:', u'\u0101\u0161, \u0254\u0304\u0161 1'), (u'Yakut:', [<i>as</i>, u' 1']), (u'Dolgan:', [<i>as</i>, u' 1, ', <i>as-</i>, u' 2']), (u'Tuva:', u""a'\u0161 1, a\u017e\u0101- 4""), (u'Tofalar:', u'a\u0161a- 4'), (u'Kirghiz:', [<i>a\u0161</i>, u' 1']), (u'Noghai:', u'a\u0161a- 2'), (u'Bashkir:', u'a\u0161a- 2'), (u'Balkar:', u'a\u0161a- 2'), (u'Karaim:', u'a\u0161a- 2')]"
*(i)am;"[(u'Karakhanid:', [<i>am</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u' - Oghuz, Kypch.)']), (u'Turkish:', u'am'), (u'Tatar:', [<i>am</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=254"" target=""_blank"">\u0411\u0443\u0434.</a>, u' 1, 90)']), (u'Middle Turkic:', [u'(MKypch.) ', <i>am</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=165"" target=""_blank"">CCum</a>, u'., ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', At-Tuhf.)']), (u'Turkmen:', u'am'), (u'Oyrat:', [<i>am</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u')']), (u'Halaj:', u'h\u0101\u030am'), (u'Yakut:', u""abas 'vulva'; amanax 'fat in the groins of cows, horses'""), (u'Kirghiz:', [<i>am</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u')']), (u'Kazakh:', [<i>am</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u')'])]"
*čepiĺ;"[(u'Karakhanid:', [u'\u010depi\u0161 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'\u010depi\u0161, \u010depi\u010d'), (u'Uighur:', u'\u010divi\u010d'), (u'Azerbaidzhan:', u'\u010d\xe4pi\u0161'), (u'Turkmen:', u'\u010debi\u0161'), (u'Halaj:', u'\u010dapi\u0161 ( < Az.?)'), (u'Kirghiz:', u'\u010debi\u010d'), (u'Balkar:', u'\u010demi\u010d'), (u'Kumyk:', u'\u010debi\u010d')]"
*čepürek;"[(u'Old Turkic:', u'\u010dopra (perhaps = \u010d\xf6pre) 2 (OUygh.)'), (u'Karakhanid:', [u'\u010d\xf6p\xfcr-\u010dep\xfcr ; \u010dopra ( ~ \u010d\xfcbr\xe4) 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Tatar:', u'\u010d\xfcpr\xe4k 1'), (u'Middle Turkic:', [u' (OKypch.) \u010d\xfcprek 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=185"" target=""_blank"">Houts.</a>, u')']), (u'Turkmen:', u""\u010d\xfcprek 'oakum'""), (u'Khakassian:', u's\xfcbrek 1'), (u'Shor:', u'\u0161\xfcb\xfcrek 1'), (u'Oyrat:', u'\u010deberek, \u010dibirek 1'), (u'Kirghiz:', u'\u010d\xfcp\xfcrek, \u010d\xfcp\xfcrek-\u010dap\u0268raq 1'), (u'Noghai:', u'\u0161iberek, \u0161\xfcberek 1'), (u'Bashkir:', u'sepr\xe4k 1'), (u'Karaim:', u'\u010diprek, ciprek, \u010d\xfcpr\xe4k 1'), (u'Karakalpak:', u'\u0161\xfcberek 1'), (u'Kumyk:', u'\u010d\xfcp\xfcrek 1')]"
*čẹr;"[(u'Karakhanid:', [u'\u010der 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u""), \u010der-le-n- 'to be constipated; to suppurate (of eyes)' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u""\u010der 4, \u010dirk 5, \u010diri\u0161 'flour paste'""), (u'Tatar:', u'\u010dir 4, \u010dirl\xe4- 4, \u010dere- 3, \u010derek 7'), (u'Middle Turkic:', u""\u010dir 'tumeur, clou', \u010dire- 'se de\u0301gou\u0301\u0300ter'""), (u'Uzbek:', u""\u010diri- 3, \u010dirik 2, \u010dirk 'snuff; hardened wheel ointment'""), (u'Uighur:', u'\u010diri- 3, \u010dirik 2'), (u'Azerbaidzhan:', u""\u010d\xe4r 'horse's heart attack', \u010d\xe4rl\xe4- 6, \u010dirk 5""), (u'Turkmen:', u""\u010dirk '(dirty) spot; insult', \u010derrik 'illness (of cattle)'""), (u'Oyrat:', u'\u010diri- 3, \u010dirik 2'), (u'Chuvash:', u'\u010dir, dial. \u010de\u0323r 4, s\u0301\u01ddr- 3, 6, s\u0301\u01ddr\u01ddk 2'), (u'Kirghiz:', u""\u010der 9, 'hard tumour', \u010derle- 'to be anguished', \u010diri- 3, \u010dirik 2, \u010diren\u010d 8""), (u'Kazakh:', u'\u0161er 4, 9, \u0161iri- 3, \u0161irik 2'), (u'Noghai:', u'\u0161er 4, \u0161iri- 3, \u0161irik 2'), (u'Bashkir:', [<i>sir</i>, u' 4, sere- 3, serek 2']), (u'Balkar:', u'\u010diri- 3, \u010dirik 2'), (u'Gagauz:', u'\u010diri\u0161 8'), (u'Karaim:', u'ciri-, \u010diri- 3, cirik, \u010dirik 2, \u010d\u0268r\u0268\u0161 8'), (u'Karakalpak:', u""\u0161er 9, \u0161ir- 3, \u0161irik 2, \u0161iri\u0161 'slime'""), (u'Kumyk:', u""\u010der 4, 9, \u010diri- 3, \u010dirik 2, \u010dirkew 'maggots in rotten food'"")]"
*čert-;"[(u'Karakhanid:', [u'\u010dert- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Tatar:', u""\u010dirt- 2, 3, \u010d\xe4rd\xe4k-l\xe4- 'to hew'""), (u'Uzbek:', u'\u010dert- 2, 4'), (u'Azerbaidzhan:', u'\u010d\xe4rt- 1, 2'), (u'Turkmen:', u'\u010dirt- 1, 3'), (u'Khakassian:', u'sirte- 2'), (u'Shor:', u'\u0161irte- 2'), (u'Oyrat:', u'\u010dert- 1, 2'), (u'Halaj:', u'\u010dirt- 2'), (u'Chuvash:', u""s\u0301art 'a dent for inserting bottom into banded vessels'""), (u'Kirghiz:', u'\u010dert- 2, 4'), (u'Kazakh:', u'\u0161ert- 2, 4'), (u'Noghai:', u'\u0161ert- 2, 3, 4'), (u'Bashkir:', u'sirt- 2, 3'), (u'Balkar:', u""\u010dert- 'to mark'""), (u'Karakalpak:', u'\u0161ert- 2, 4'), (u'Kumyk:', u'\u010dert- 1, 2, 4')]"
*č(i)ak-;"[(u'Old Turkic:', u'\u010daq- (OUygh.) 1'), (u'Karakhanid:', [u'\u010daq- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u') 1']), (u'Turkish:', u'\u010dak- 1'), (u'Tatar:', u'\u010daq- 1'), (u'Middle Turkic:', [u'\u010daq- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u') 1']), (u'Uzbek:', u'\u010daq- 1'), (u'Uighur:', u'\u010daqmaq-ta\u0161 2'), (u'Sary-Yughur:', u""\u010da'q- 1""), (u'Azerbaidzhan:', u'\u010dax- 1'), (u'Turkmen:', u'\u010daq- 1'), (u'Khakassian:', [<i>sax-</i>, u' 1']), (u'Shor:', u""\u0161a\u0263\u0268n 'spark'""), (u'Oyrat:', u'\u010daq- 1'), (u'Halaj:', u'\u010daqmaq 2'), (u'Yakut:', [<i>sax-</i>, u' 1']), (u'Tuva:', u'\u0161aq- 1'), (u'Tofalar:', u""\u010da'q- 1""), (u'Kirghiz:', u'\u010daq- 1'), (u'Noghai:', u'\u0161aqpa 2'), (u'Bashkir:', u'sa\u0263-/saq- 1'), (u'Balkar:', u""\u010da\u0263-/\u010daq- 'to produce sparks, shoot from a flint gun'""), (u'Gagauz:', u'\u010daq- 1'), (u'Karaim:', u'\u010daq- 1'), (u'Karakalpak:', u'\u0161aq- 1'), (u'Kumyk:', u""\u010daq- 'to pull the trigger', \u010daqma 2"")]"
*č(i)al-;"[(u'Turkish:', u'\u010dalma 1'), (u'Tatar:', u'\u010dal- 4, \u010dalma 1'), (u'Middle Turkic:', [u""\u010dalma 1, 'flask fastened to the saddle' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u""), 'apron' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'\u010dal-(m\u0254q) 4, \u010dalma 1; band, facing'), (u'Uighur:', u'\u010dal-ma-\u0161- 5'), (u'Azerbaidzhan:', u'\u010dalma 1'), (u'Turkmen:', u""\u010dalma 1, \u010dal- 3, \u010dal\u0161\u0268q 'entangled (of a rope)'""), (u'Khakassian:', u""salba (Sag.) '\u043b\u044b\u0447\u043a\u043e \u0434\u043b\u044f \u043c\u0435\u0442\u0430\u043d\u0438\u044f \u043a\u0430\u043c\u043d\u0435\u0439'""), (u'Oyrat:', u'\u010dalma 2, dial. (Leb.) \u010dal\u0268- 6'), (u'Tuva:', u'\u0161alba 2'), (u'Tofalar:', u""\u0161al\u0268\u0161qaq 'criss-crossing'""), (u'Kirghiz:', u'\u010dal- 4, \u010dal\u0263\u0268\u010d 7, \u010dalma 2'), (u'Kazakh:', u'\u0161al- 8'), (u'Noghai:', u'\u0161alma 1, \u0161aluw 7'), (u'Bashkir:', u'sal\u0268- 8, salma 1'), (u'Balkar:', u""\u010dalma 1, \u010dal- 9, \u010dalman 'wattle'""), (u'Gagauz:', u'\u010dal- 8, \u010dalma 1'), (u'Karaim:', u""cal- 8, calma 1, calman 'wattle'""), (u'Karakalpak:', u'\u0161al- 8'), (u'Kumyk:', u'\u010dal- 9, \u010dalma 1')]"
*č(i)alɨ-(gan);"[(u'Turkish:', u'\u010dal\u0268 1'), (u'Middle Turkic:', [u'\u010dala\u0263an 2 (R - ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=321"" target=""_blank"">Vam.</a>, u')']), (u'Uzbek:', u""\u010dal\u0254w '\u043a\u043e\u0432\u044b\u043b\u044c \u0432\u043e\u043b\u043e\u0441\u0438\u0441\u0442\u044b\u0439'""), (u'Azerbaidzhan:', u'\u010dal\u0268 1'), (u'Turkmen:', u""\u010dal\u0268 '\u0441\u043e\u043b\u044f\u043d\u043a\u0430 \u043a\u0443\u0441\u0442\u0430\u0440\u043d\u0438\u043a\u043e\u0432\u0430\u044f'""), (u'Shor:', [u'\u0161al\u0263\u0268n, (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u') \u0161al\u0263anaq 2']), (u'Oyrat:', u'\u010dalqan\u010daq 2'), (u'Halaj:', u""\u010dalu 'eine Pflanze zum Verbrennen'""), (u'Kirghiz:', u'\u010dalqan 2'), (u'Gagauz:', u""\u010dal\u0268 'blackthorn; thorn'"")]"
